INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR,IS RECURRING,PROCESSED TIMESTAMP
BIGSHOTSWOODBRIDGE,R&B SPRING EDITION,2026-04-25,,BIG SHOTS RESTAURANT & LOUNGE,ISELIN,CENTRAL,GET READY FOR THE R&B SPRING EDITION AT BIG SHOTS!,https://www.instagram.com/p/DWk8gm-jf0M/,https://scontent-bos5-1.cdninstagram.com/v/t51.82787-15/657912904_18584957617040023_8647257712379443208_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gHZbcf7hRTXlU-4tyC-AG-vAVL0fEqrs-I26VhllPd_zd6OCtMr4cqSVFEnD01UvCo&_nc_ohc=h1GTtQMFBTgQ7kNvwELQUNY&_nc_gid=HiKNHoFMSOmU6fAsAqYOBw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af24W0V1EoKYe131BgESMJLBCPtuY8ALy9V4c8iQuYOzfw&oe=69F007D5&_nc_sid=10d13b,https://www.instagram.com/p/DWk8gm-jf0M/,https://www.instagram.com/bigshotswoodbridge/,CONCERT,BIG SHOTS RESTAURANT & LOUNGE,R&B SPRING EDITION OUTDOOR PATIO PARTY,,,0.9,3865480503856332044,True,False,False,2026-04-23 14:14:07
BIGSHOTSWOODBRIDGE,R&B LOVE SPRING KICKOFF,2026-04-25,,BIG SHOTS RESTAURANT & LOUNGE,ISELIN,CENTRAL,DON'T MISS THE R&B LOVE SPRING KICKOFF OUTDOOR PATIO PARTY!,https://www.instagram.com/p/DWk8gm-jf0M/,https://scontent-bos5-1.cdninstagram.com/v/t51.82787-15/657912904_18584957617040023_8647257712379443208_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gHZbcf7hRTXlU-4tyC-AG-vAVL0fEqrs-I26VhllPd_zd6OCtMr4cqSVFEnD01UvCo&_nc_ohc=h1GTtQMFBTgQ7kNvwELQUNY&_nc_gid=HiKNHoFMSOmU6fAsAqYOBw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af24W0V1EoKYe131BgESMJLBCPtuY8ALy9V4c8iQuYOzfw&oe=69F007D5&_nc_sid=10d13b,https://www.instagram.com/p/DWk8gm-jf0M/,https://www.instagram.com/bigshotswoodbridge/,PARTY,BIG SHOTS RESTAURANT & LOUNGE,"R&B LOVE SPRING KICKOFF OUTDOOR PATIO PARTY. VIP SECTIONS, BOTTLE SERVICE, HOOKAH AVAILABLE. DRESS CODE ENFORCED.",,,0.95,3865480503856332044,True,False,False,2026-04-23 14:14:07
NEWARKDOWNTOWNDISTRICT,SHEN YUN PERFORMING ARTS 20TH,2026-04-29,,NJPAC,NEWARK,CENTRAL,"EXPERIENCE 5,000 YEARS OF CHINESE CULTURE WITH SHEN YUN'S MESMERIZING CLASSICAL DANCE!",https://www.instagram.com/p/DVQ4G0_gEtW/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/639749882_18567226369038377_230596976989583036_n.heic?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gEUMov04Z1N2nTRCjElYSCSYVj0hRoy6PliNnZkCFUjjcuBNgd_Jrny3L7OGPcDSrM&_nc_ohc=PWEvY850sb0Q7kNvwE8FXOk&_nc_gid=iLbdmmKG0F78i24P-jyfJA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af21-K8VUjRJkeKk_I6ANJCYyEBW8uECY7J1Kk2oBoHdHQ&oe=69EFEB63&_nc_sid=10d13b,https://www.instagram.com/p/DVQ4G0_gEtW/,https://www.instagram.com/newarkdowntowndistrict/,PERFORMANCE,NEWARK DOWNTOWN DISTRICT,"EXPERIENCE THE MAGIC OF @SHENYUNPERFORMINGARTS 20TH ANNIVERSARY! JOURNEY THROUGH 5,000 YEARS OF CHINESE CULTURE WITH MESMERIZING CLASSICAL DANCE, STUNNING SCENOGRAPHY, AND ORIGINAL MUSIC. THIS 2-HOUR SPECTACLE, PLUS A 15-MINUTE INTERMISSION, TAKES YOU BEYOND THE VISIBLE WORLD INTO STORIES FROM ANCIENT TIMES AND BEYOND. AN UNFORGETTABLE CULTURAL EXPERIENCE AWAITS!",SHEN YUN PERFORMING ARTS,,0.9,3841817241968462678,True,False,False,2026-04-23 14:14:07
NEWARKDOWNTOWNDISTRICT,SHEN YUN PERFORMING ARTS 20TH,2026-04-30,,NJPAC,NEWARK,CENTRAL,"EXPERIENCE 5,000 YEARS OF CHINESE CULTURE WITH SHEN YUN'S MESMERIZING CLASSICAL DANCE!",https://www.instagram.com/p/DVQ4G0_gEtW/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/639749882_18567226369038377_230596976989583036_n.heic?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gEUMov04Z1N2nTRCjElYSCSYVj0hRoy6PliNnZkCFUjjcuBNgd_Jrny3L7OGPcDSrM&_nc_ohc=PWEvY850sb0Q7kNvwE8FXOk&_nc_gid=iLbdmmKG0F78i24P-jyfJA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af21-K8VUjRJkeKk_I6ANJCYyEBW8uECY7J1Kk2oBoHdHQ&oe=69EFEB63&_nc_sid=10d13b,https://www.instagram.com/p/DVQ4G0_gEtW/,https://www.instagram.com/newarkdowntowndistrict/,PERFORMANCE,NEWARK DOWNTOWN DISTRICT,"EXPERIENCE THE MAGIC OF @SHENYUNPERFORMINGARTS 20TH ANNIVERSARY! JOURNEY THROUGH 5,000 YEARS OF CHINESE CULTURE WITH MESMERIZING CLASSICAL DANCE, STUNNING SCENOGRAPHY, AND ORIGINAL MUSIC. THIS 2-HOUR SPECTACLE, PLUS A 15-MINUTE INTERMISSION, TAKES YOU BEYOND THE VISIBLE WORLD INTO STORIES FROM ANCIENT TIMES AND BEYOND. AN UNFORGETTABLE CULTURAL EXPERIENCE AWAITS!",SHEN YUN PERFORMING ARTS,,0.9,3841817241968462678,True,False,False,2026-04-23 14:14:07
NEWARKDOWNTOWNDISTRICT,SHEN YUN PERFORMING ARTS 20TH,2026-05-01,,NJPAC,NEWARK,CENTRAL,"EXPERIENCE 5,000 YEARS OF CHINESE CULTURE WITH SHEN YUN'S MESMERIZING CLASSICAL DANCE!",https://www.instagram.com/p/DVQ4G0_gEtW/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/639749882_18567226369038377_230596976989583036_n.heic?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gEUMov04Z1N2nTRCjElYSCSYVj0hRoy6PliNnZkCFUjjcuBNgd_Jrny3L7OGPcDSrM&_nc_ohc=PWEvY850sb0Q7kNvwE8FXOk&_nc_gid=iLbdmmKG0F78i24P-jyfJA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af21-K8VUjRJkeKk_I6ANJCYyEBW8uECY7J1Kk2oBoHdHQ&oe=69EFEB63&_nc_sid=10d13b,https://www.instagram.com/p/DVQ4G0_gEtW/,https://www.instagram.com/newarkdowntowndistrict/,PERFORMANCE,NEWARK DOWNTOWN DISTRICT,"EXPERIENCE THE MAGIC OF @SHENYUNPERFORMINGARTS 20TH ANNIVERSARY! JOURNEY THROUGH 5,000 YEARS OF CHINESE CULTURE WITH MESMERIZING CLASSICAL DANCE, STUNNING SCENOGRAPHY, AND ORIGINAL MUSIC. THIS 2-HOUR SPECTACLE, PLUS A 15-MINUTE INTERMISSION, TAKES YOU BEYOND THE VISIBLE WORLD INTO STORIES FROM ANCIENT TIMES AND BEYOND. AN UNFORGETTABLE CULTURAL EXPERIENCE AWAITS!",SHEN YUN PERFORMING ARTS,,0.9,3841817241968462678,True,False,False,2026-04-23 14:14:07
NEWARKDOWNTOWNDISTRICT,SHEN YUN PERFORMING ARTS 20TH,2026-05-02,,NJPAC,NEWARK,CENTRAL,"EXPERIENCE 5,000 YEARS OF CHINESE CULTURE WITH SHEN YUN'S MESMERIZING CLASSICAL DANCE!",https://www.instagram.com/p/DVQ4G0_gEtW/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/639749882_18567226369038377_230596976989583036_n.heic?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gEUMov04Z1N2nTRCjElYSCSYVj0hRoy6PliNnZkCFUjjcuBNgd_Jrny3L7OGPcDSrM&_nc_ohc=PWEvY850sb0Q7kNvwE8FXOk&_nc_gid=iLbdmmKG0F78i24P-jyfJA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af21-K8VUjRJkeKk_I6ANJCYyEBW8uECY7J1Kk2oBoHdHQ&oe=69EFEB63&_nc_sid=10d13b,https://www.instagram.com/p/DVQ4G0_gEtW/,https://www.instagram.com/newarkdowntowndistrict/,PERFORMANCE,NEWARK DOWNTOWN DISTRICT,"EXPERIENCE THE MAGIC OF @SHENYUNPERFORMINGARTS 20TH ANNIVERSARY! JOURNEY THROUGH 5,000 YEARS OF CHINESE CULTURE WITH MESMERIZING CLASSICAL DANCE, STUNNING SCENOGRAPHY, AND ORIGINAL MUSIC. THIS 2-HOUR SPECTACLE, PLUS A 15-MINUTE INTERMISSION, TAKES YOU BEYOND THE VISIBLE WORLD INTO STORIES FROM ANCIENT TIMES AND BEYOND. AN UNFORGETTABLE CULTURAL EXPERIENCE AWAITS!",SHEN YUN PERFORMING ARTS,,0.9,3841817241968462678,True,False,False,2026-04-23 14:14:07
NEWARKDOWNTOWNDISTRICT,SHEN YUN PERFORMING ARTS 20TH,2026-05-03,,NJPAC,NEWARK,CENTRAL,"EXPERIENCE 5,000 YEARS OF CHINESE CULTURE WITH SHEN YUN'S MESMERIZING CLASSICAL DANCE!",https://www.instagram.com/p/DVQ4G0_gEtW/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/639749882_18567226369038377_230596976989583036_n.heic?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gEUMov04Z1N2nTRCjElYSCSYVj0hRoy6PliNnZkCFUjjcuBNgd_Jrny3L7OGPcDSrM&_nc_ohc=PWEvY850sb0Q7kNvwE8FXOk&_nc_gid=iLbdmmKG0F78i24P-jyfJA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af21-K8VUjRJkeKk_I6ANJCYyEBW8uECY7J1Kk2oBoHdHQ&oe=69EFEB63&_nc_sid=10d13b,https://www.instagram.com/p/DVQ4G0_gEtW/,https://www.instagram.com/newarkdowntowndistrict/,PERFORMANCE,NEWARK DOWNTOWN DISTRICT,"EXPERIENCE THE MAGIC OF @SHENYUNPERFORMINGARTS 20TH ANNIVERSARY! JOURNEY THROUGH 5,000 YEARS OF CHINESE CULTURE WITH MESMERIZING CLASSICAL DANCE, STUNNING SCENOGRAPHY, AND ORIGINAL MUSIC. THIS 2-HOUR SPECTACLE, PLUS A 15-MINUTE INTERMISSION, TAKES YOU BEYOND THE VISIBLE WORLD INTO STORIES FROM ANCIENT TIMES AND BEYOND. AN UNFORGETTABLE CULTURAL EXPERIENCE AWAITS!",SHEN YUN PERFORMING ARTS,,0.9,3841817241968462678,True,False,False,2026-04-23 14:14:07
MAMAJUANACAFEWOODBRIDGENJ,DINNER SPECIAL: BUY ONE GET ONE HOUSE,2026-03-26,4:00 PM,MAMAJUANA CAFE WOODBRIDGE,ISELIN,CENTRAL,ENJOY A FANTASTIC DINNER SPECIAL AT MAMAJUANA CAFE WOODBRIDGE!,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,DISCOUNT,MAMAJUANA CAFE WOODBRIDGE,"BUY A DINNER, GET ONE COMPLEMENTARY HOUSE COCKTAIL. VALID FOR MARCH AND APRIL. AVAILABLE TUESDAY TO THURSDAY FROM 4 PM TO 10 PM.",,,0.8,3861570773341667495,True,False,False,2026-04-23 14:14:07
MAMAJUANACAFEWOODBRIDGENJ,DINNER SPECIAL: BUY ONE GET ONE HOUSE,2026-03-27,4:00 PM,MAMAJUANA CAFE WOODBRIDGE,ISELIN,CENTRAL,ENJOY A FANTASTIC DINNER SPECIAL AT MAMAJUANA CAFE WOODBRIDGE!,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,DISCOUNT,MAMAJUANA CAFE WOODBRIDGE,"BUY A DINNER, GET ONE COMPLEMENTARY HOUSE COCKTAIL. VALID FOR MARCH AND APRIL. AVAILABLE TUESDAY TO THURSDAY FROM 4 PM TO 10 PM.",,,0.8,3861570773341667495,True,False,False,2026-04-23 14:14:07
MAMAJUANACAFEWOODBRIDGENJ,DINNER SPECIAL: BUY ONE GET ONE HOUSE,2026-03-28,4:00 PM,MAMAJUANA CAFE WOODBRIDGE,ISELIN,CENTRAL,ENJOY A FANTASTIC DINNER SPECIAL AT MAMAJUANA CAFE WOODBRIDGE!,https://www.instagram.com/p/DWXDiisD4Cn/,https://scontent-lga3-3.cdninstagram.com/v/t51.82787-15/658012928_18306741187279772_9210023032527185593_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2gGl0t_x2jAf8iKbhb0w0OqTNaNkiVgTPRDld4I9ci8hOGGLSnVYfpkAjEoivsc-wMo&_nc_ohc=lVGHcEnDuGEQ7kNvwGtsaFv&_nc_gid=RedvFMlgOWvoG6vMgiH8IQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af06KsxUjQKcFYRGWTyND0ZhgI9rjSevu8voeFjjlZOryg&oe=69EFE436&_nc_sid=10d13b,https://www.instagram.com/p/DWXDiisD4Cn/,https://www.instagram.com/mamajuanacafewoodbridgenj/,DISCOUNT,MAMAJUANA CAFE WOODBRIDGE,"BUY A DINNER, GET ONE COMPLEMENTARY HOUSE COCKTAIL. VALID FOR MARCH AND APRIL. AVAILABLE TUESDAY TO THURSDAY FROM 4 PM TO 10 PM.",,,0.8,3861570773341667495,True,False,False,2026-04-23 14:14:07
