INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR,PROCESSED TIMESTAMP
LOVEBEATSBEDSQUEAKS,LOVE BEATS & BEDSQUEAKS,2026-02-12,9:00 PM,TRENTON SOCIAL,TRENTON,CENTRAL,"DON'T MISS THE LOVE BEATS & BEDSQUEAKS EVENT TONIGHT WITH BOCKMAN, DANA J, DJ ELZEE, JOEY STIX & SUPERFRIENDS!",https://www.instagram.com/p/DUqWZdajW87/,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/630831363_1428952758849758_6559898035855614058_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGahROYoXvAq0ds3Kaqf17mtl_O162zjS9eVxJ1QLSLJP6qMZo0-QkHg_fZqQgd2hE&_nc_ohc=tEE4YnwR-8oQ7kNvwGkaMiK&_nc_gid=hnnbCbQcWD03FohzC7TGwA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfscR9_CFQ7Mjv3K8GXPyB2VVNxawnhUvp_0oLqNFmm-Ww&oe=6993CCF7&_nc_sid=10d13b,https://www.instagram.com/p/DUqWZdajW87/,https://www.instagram.com/lovebeatsbedsqueaks/,MUSIC,LOVE BEATS & BEDSQUEAKS,"LOVE BEATS & BEDSQUEAKS FEATURING BOCKMAN, DANA J, DJ ELZEE, JOEY STIX & SUPERFRIENDS","BOCKMAN, DANA J, DJ ELZEE, JOEY STIX & SUPERFRIENDS",,0.95,3830972939626180411,True,True,2026-02-12 16:49:15
CULTR.CULTR,SUNDAYS AFTER DARK: NATIONAL MARGARITA DAY PARTY,2026-02-22,3:00 PM,MAIZE COCINA & COCKTAILS,WESTFIELD,CENTRAL,"CELEBRATE NATIONAL MARGARITA DAY WITH LATIN HOUSE, AFRO HOUSE, AND DELICIOUS MARGARITAS!",https://www.instagram.com/p/DUY-P6iEvcG/,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-15/628021930_885838584043219_4400530225580054290_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QH523AyNsvccHywz1X9MEXqnDHkhhdycZkhYU-dQaEg4LTvUkEyUiVMYFi2YaPtjTY&_nc_ohc=5AX-_dhURc8Q7kNvwHSPvl_&_nc_gid=6a0OiUU5oqpbOaH4ieCdPQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftH5B6aKITZFKCtjHQGA8bXnTEdk86m7kzNbdPvgh30lA&oe=6993E3EB&_nc_sid=10d13b,https://www.instagram.com/p/DUY-P6iEvcG/,https://www.instagram.com/cultr.cultr/,PARTY,CULTR,"LATIN HOUSE, AFRO HOUSE, AFRO BEAT & LATIN VIBES & MARGARITAS FLOWING ALL AFTERNOON INTO THE NIGHT! HOSTED BY AP & ELLIE. MUSIC BY CULTR CURATORS. SPONSORED BY DON JULIO.","CULTR CURATORS, AP & ELLIE",,0.95,3826081655975769862,True,False,2026-02-12 16:49:15
COMEDIANMALCOLMHILL,COMEDY SHOW,2026-05-09,,HARD ROCK CAFE PHILADELPHIA,PHILADELPHIA,,CATCH COMEDIAN MALCOLM HILL AT HARD ROCK CAFE PHILADELPHIA ON MAY 9TH!,https://www.instagram.com/p/DUqQDN_jroI/,https://instagram.fmem1-2.fna.fbcdn.net/v/t51.2885-15/627723662_1596872121527699_7495452137775336611_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fmem1-2.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QGXQk2GcjYHLK6AlL_31nXYLG-hWoA9lQ6GJlkOFtD45HhKLPvNE260AdRhDMc7wgZtq0_6oYRgUHddeuBAyHFB&_nc_ohc=18wbl0SNBrIQ7kNvwHg6Q_2&_nc_gid=WeX7qBzrkRR6fOpq5hziAw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afsea8Z91NHo_H-R2ZOcTgL2SWLd5MfHTJXZeNmfsVm_Ug&oe=6993EFDB&_nc_sid=10d13b,https://www.instagram.com/p/DUqQDN_jroI/,https://www.instagram.com/comedianmalcolmhill/,COMEDY SHOW,MALCOLM HILL,,COMEDIAN MALCOLM HILL,,0.95,3830945022959598088,True,False,2026-02-12 16:49:15
DJ_JESSICACHAOS,BURLESQUE BLUE FEATURING VIOLA WEST,2026-02-14,8:00 PM,PROTOTYPE 237,PATERSON,NORTH,CELEBRATE VALENTINE'S DAY WITH A BURLESQUE SHOW FEATURING VIOLA WEST AND MUSIC FROM THE PGM STRING AND JUG BAND!,https://www.instagram.com/p/DUn9KbvEan7/,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/630145330_17942478228109043_6796110882778991536_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGtmeRjAmX1uVKlBq70fa5GKSsF2Opd405jRJ7EYX73SRzr7uJ98z57d8_n0Vx7OCI&_nc_ohc=LyNFssm1DxgQ7kNvwHrklGz&_nc_gid=ygqomsDjpYvpSObtdMd79w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu7at5fGifbUZGsG5kNKRGwkI0PSaLjqlqtIsf-U8dlAw&oe=6993E0D6&_nc_sid=10d13b,https://www.instagram.com/p/DUn9KbvEan7/,https://www.instagram.com/dj_jessicachaos/,BURLESQUE SHOW,DJ JESSICA CHAOS,"BURLESQUE BLUE: PRESENTING VIOLA WEST W/ MUSIC FROM THE PGM STRING AND JUG BAND, AND DJ JESSICA CHAOS.","VIOLA WEST, THE PGM STRING AND JUG BAND, DJ JESSICA CHAOS",$20,0.95,3830299005914556923,True,False,2026-02-12 16:49:15
DJ_JESSICACHAOS,BURLESQUE BLUE FEATURING VIOLA WEST (DOORS),2026-02-14,8:30 PM,PROTOTYPE 237,PATERSON,NORTH,"DOORS OPEN FOR THE BURLESQUE SHOW, DON'T BE LATE!",https://www.instagram.com/p/DUn9KbvEan7/,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/630145330_17942478228109043_6796110882778991536_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGtmeRjAmX1uVKlBq70fa5GKSsF2Opd405jRJ7EYX73SRzr7uJ98z57d8_n0Vx7OCI&_nc_ohc=LyNFssm1DxgQ7kNvwHrklGz&_nc_gid=ygqomsDjpYvpSObtdMd79w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu7at5fGifbUZGsG5kNKRGwkI0PSaLjqlqtIsf-U8dlAw&oe=6993E0D6&_nc_sid=10d13b,https://www.instagram.com/p/DUn9KbvEan7/,https://www.instagram.com/dj_jessicachaos/,DOOR OPENING,DJ JESSICA CHAOS,DOORS 8:30,,,0.75,3830299005914556923,True,False,2026-02-12 16:49:15
DJ_JESSICACHAOS,BURLESQUE BLUE FEATURING VIOLA WEST (PARTY),2026-02-14,9:00 PM,PROTOTYPE 237,PATERSON,NORTH,THE PARTY STARTS AT 9 PM!,https://www.instagram.com/p/DUn9KbvEan7/,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/630145330_17942478228109043_6796110882778991536_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGtmeRjAmX1uVKlBq70fa5GKSsF2Opd405jRJ7EYX73SRzr7uJ98z57d8_n0Vx7OCI&_nc_ohc=LyNFssm1DxgQ7kNvwHrklGz&_nc_gid=ygqomsDjpYvpSObtdMd79w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu7at5fGifbUZGsG5kNKRGwkI0PSaLjqlqtIsf-U8dlAw&oe=6993E0D6&_nc_sid=10d13b,https://www.instagram.com/p/DUn9KbvEan7/,https://www.instagram.com/dj_jessicachaos/,PARTY,DJ JESSICA CHAOS,PARTY - 9,,,0.75,3830299005914556923,True,False,2026-02-12 16:49:15
BRTWEEKEND,"BRTWEEKEND ""ATLANTIC CITY"" 10TH YEAR ANNIVERSARY",2026-07-10,,ATLANTIC CITY,ATLANTIC CITY,SOUTH,GET READY FOR THE BIGGEST CARIBBEAN MUSIC FESTIVAL IN THE WORLD!,https://www.instagram.com/p/DMFI1FFsKjY/,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/520119972_1284961996399634_2871153906053537472_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEg-ccJ1478gZuH_qSeQBAN8AB_mBoMUDU99iDNzKJ58BBKQmfiSczHbiYGrLrdGis&_nc_ohc=RQ7EEIb52moQ7kNvwF7WF_b&_nc_gid=RA9frLvm4Fx2oF8Gg2uckQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu0j-hSZ0Ae23NxK_9ujTsKTwqL92jC3VWe5BwH4_Y_tQ&oe=6993CD73&_nc_sid=10d13b,https://www.instagram.com/p/DMFI1FFsKjY/,https://www.instagram.com/brtweekend/,FESTIVAL,BEACH ROAD TRIP WEEKEND,"BRTWEEKEND ""ATLANTIC CITY"" 10TH YEAR ANNIVERSARY",,,0.95,3676383502786406616,True,True,2026-02-12 16:49:15
BRTWEEKEND,"BRTWEEKEND ""ATLANTIC CITY"" 10TH YEAR ANNIVERSARY",2026-07-11,,ATLANTIC CITY,ATLANTIC CITY,SOUTH,GET READY FOR THE BIGGEST CARIBBEAN MUSIC FESTIVAL IN THE WORLD!,https://www.instagram.com/p/DMFI1FFsKjY/,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/520119972_1284961996399634_2871153906053537472_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEg-ccJ1478gZuH_qSeQBAN8AB_mBoMUDU99iDNzKJ58BBKQmfiSczHbiYGrLrdGis&_nc_ohc=RQ7EEIb52moQ7kNvwF7WF_b&_nc_gid=RA9frLvm4Fx2oF8Gg2uckQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu0j-hSZ0Ae23NxK_9ujTsKTwqL92jC3VWe5BwH4_Y_tQ&oe=6993CD73&_nc_sid=10d13b,https://www.instagram.com/p/DMFI1FFsKjY/,https://www.instagram.com/brtweekend/,FESTIVAL,BEACH ROAD TRIP WEEKEND,"BRTWEEKEND ""ATLANTIC CITY"" 10TH YEAR ANNIVERSARY",,,0.95,3676383502786406616,True,True,2026-02-12 16:49:15
BRTWEEKEND,"BRTWEEKEND ""ATLANTIC CITY"" 10TH YEAR ANNIVERSARY",2026-07-12,,ATLANTIC CITY,ATLANTIC CITY,SOUTH,GET READY FOR THE BIGGEST CARIBBEAN MUSIC FESTIVAL IN THE WORLD!,https://www.instagram.com/p/DMFI1FFsKjY/,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/520119972_1284961996399634_2871153906053537472_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEg-ccJ1478gZuH_qSeQBAN8AB_mBoMUDU99iDNzKJ58BBKQmfiSczHbiYGrLrdGis&_nc_ohc=RQ7EEIb52moQ7kNvwF7WF_b&_nc_gid=RA9frLvm4Fx2oF8Gg2uckQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu0j-hSZ0Ae23NxK_9ujTsKTwqL92jC3VWe5BwH4_Y_tQ&oe=6993CD73&_nc_sid=10d13b,https://www.instagram.com/p/DMFI1FFsKjY/,https://www.instagram.com/brtweekend/,FESTIVAL,BEACH ROAD TRIP WEEKEND,"BRTWEEKEND ""ATLANTIC CITY"" 10TH YEAR ANNIVERSARY",,,0.95,3676383502786406616,True,True,2026-02-12 16:49:15
BRTWEEKEND,"BRTWEEKEND ""ATLANTIC CITY"" 10TH YEAR ANNIVERSARY",2026-07-13,,ATLANTIC CITY,ATLANTIC CITY,SOUTH,GET READY FOR THE BIGGEST CARIBBEAN MUSIC FESTIVAL IN THE WORLD!,https://www.instagram.com/p/DMFI1FFsKjY/,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/520119972_1284961996399634_2871153906053537472_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEg-ccJ1478gZuH_qSeQBAN8AB_mBoMUDU99iDNzKJ58BBKQmfiSczHbiYGrLrdGis&_nc_ohc=RQ7EEIb52moQ7kNvwF7WF_b&_nc_gid=RA9frLvm4Fx2oF8Gg2uckQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu0j-hSZ0Ae23NxK_9ujTsKTwqL92jC3VWe5BwH4_Y_tQ&oe=6993CD73&_nc_sid=10d13b,https://www.instagram.com/p/DMFI1FFsKjY/,https://www.instagram.com/brtweekend/,FESTIVAL,BEACH ROAD TRIP WEEKEND,"BRTWEEKEND ""ATLANTIC CITY"" 10TH YEAR ANNIVERSARY",,,0.95,3676383502786406616,True,True,2026-02-12 16:49:15
DJNORIE,PRE-VALENTINES CELEBRATION,2026-02-12,4:00 PM,LATIN GROOVES,STATEN ISLAND,,CELEBRATE VALENTINE'S EARLY WITH MUSIC BY GENERAL TACTICS AND DJ MAESTRO AT LATIN GROOVES!,https://www.instagram.com/p/DUo33sVDmcv/,https://scontent-atl3-3.cdninstagram.com/v/t51.2885-15/628890502_18558827161050607_2152771114917761526_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGz_6V5zOV2DkU0BFOzSYsgjS9OhRlckqd709781kazYn6ZWOvzVNUFHRaJUFjRu9SZNH-8WnZfmFDs6whgbTw0&_nc_ohc=RbumKryN8R8Q7kNvwE0Pu42&_nc_gid=uo_OZD6yxn414Evpr-JyWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afsc5MV06WFEEDOBRvzv2tcKpDSgfLQkbBOMVRa5XzwUfg&oe=6993CAF3&_nc_sid=10d13b,https://www.instagram.com/p/DUo33sVDmcv/,https://www.instagram.com/djnorie/,PARTY,DJ NORIE,"EXCLUSIVE PRE-VALENTINES CELEBRATION WITH MUSIC BY GENERAL TACTICS (DANCEHALL, REGGAE, AFROSTYLES & SOCA) AND DJ MAESTRO (SLOW JAMS & R&B). CELEBRATE YOUR BIRTHDAY FOR FREE, BOTTLES AND ELITE BOOTH RESERVATIONS AVAILABLE. TIGHT SECURITY, NYS ID MANDATORY.","GENERAL TACTICS, DJ MAESTRO, DJ NORIE",$20,0.95,3830557202805843759,True,True,2026-02-12 16:49:15
REBELSALUTE,REBEL SALUTE USA 2026,2026-02-12,2:00 PM,MIRAMAR REGIONAL PARK,MIRAMAR,,DON'T MISS THE PRESERVATION OF REGGAE AT REBEL SALUTE USA 2026!,https://www.instagram.com/p/DUqYQNykaf4/,https://instagram.fbgi3-1.fna.fbcdn.net/v/t51.2885-15/628035283_18558547063057482_6133502658229433813_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fbgi3-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QHKWwyI1FXCcVRNusydPo4v-LTrOcr2eeX9tbZLNfDkMGCE35FuLdxUXBIIkYK26ec&_nc_ohc=7WKxHlwmfpwQ7kNvwEY6Dd2&_nc_gid=cMjpmzrvZ_0b2LFbK2UtjA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu0Dyym6QajG_I7-L6-wc_6aOsefoSuZiynA4O4sz-gNg&oe=6993B965&_nc_sid=10d13b,https://www.instagram.com/p/DUqYQNykaf4/,https://www.instagram.com/rebelsalute/,MUSIC FESTIVAL,REBEL SALUTE,GATES OPEN 2PM – 10PM,,,0.95,3830981100466972664,True,True,2026-02-12 16:49:15
BACCHANALNJ,BUSINESS NETWORKING MIXER,2026-01-01,,BACCHANAL JUNCTION,BLOOMFIELD,NORTH,CONNECT WITH ENTREPRENEURS AND BUILD YOUR NETWORK AT THE BUSINESS NETWORKING MIXER!,https://www.instagram.com/p/DUqbZMJDitA/,https://scontent-msp1-1.cdninstagram.com/v/t51.2885-15/627480234_775078221788348_5004261564427309771_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-msp1-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEXUTO-JwycRIsadCTTwHJBi1rIvM_DXrxJxpSUw3WrruuQB0zt3jSfjXjtmkIPSqs&_nc_ohc=kNUm9CqX1DwQ7kNvwE-Cvmm&_nc_gid=oPcppF7mj94b7sC9o-uHuA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvgHGooLOW7iY8jP9gqQ10Tiyt8feK5lotPSM5lVKPU1A&oe=6993BD7C&_nc_sid=10d13b,https://www.instagram.com/p/DUqbZMJDitA/,https://www.instagram.com/bacchanalnj/,NETWORKING,BACCHANAL JUNCTION,RECAP OF BUSINESS NETWORKING MIXER.,,,0.95,3830994911311571776,True,False,2026-02-12 16:49:15
