event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,is_recurring,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Cinema Classic: Radio,2026-04-11,12:00 PM,Passage Theatre Company,Trenton,Central,Catch 'Radio - Inspired By A True Story' for FREE at Passage Theatre!,Movie Screening,"Join us at Passage Theatre for a screening of 'Radio - Inspired By A True Story'. Admission is FREE. Limited seating, must have Eventbrite ticket upon entry.",,Free,0.9,False,funtrenton,https://www.instagram.com/p/DW_wrhBDl6N/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/669864033_17960512221073646_7892707736241345995_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gEUcgjx4CoY2P39nEm0LIMVrA9RcRe3DoXLHLXpSKto963If9uYj0dinfUjtz8Fb0c&_nc_ohc=UFaR-aYLVlwQ7kNvwHFz_Pi&_nc_gid=koTtDTo0PuUSl_ZbYRGFpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2B2WAuz0gbq5F77qTFamviHdf2lSximG8iVOuL6-K-Ng&oe=69E6D217&_nc_sid=10d13b,https://www.instagram.com/p/DW_wrhBDl6N/,https://www.instagram.com/funtrenton/,City of Trenton Parks & Recreation,3873028301183147661,True,False
Hello Kitty Exclusive Store,2026-04-12,,American Dream,,North,Get ready for a purr-fectly delightful experience at the exclusive Hello Kitty store!,Store Opening,Exclusive Hello Kitty Store at American Dream.,,,0.8,False,simonervql,https://www.instagram.com/p/DXCMy6YEeb2/,https://scontent.cdninstagram.com/v/t51.71878-15/663197850_2085381075368373_7662516209487047453_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gH1AXWHfVKgyiTf4OHUiYB5V2NyzldLdSc4gia-mPbipkVGfS1I2F19Pt9CYT6x3iQ&_nc_ohc=DaxxRCKQKlQQ7kNvwHz7PTB&_nc_gid=Z-AK4AYNiSPzaTEVltw9oQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af0oXobHkjL-R0_Pu833l4Me_a0VZkVY9ZQ0PRheaL1E9g&oe=69E6E28F&_nc_sid=10d13b,https://www.instagram.com/p/DXCMy6YEeb2/,https://www.instagram.com/simonervql/,SIM SIMMA,3873714904704870134,True,False
NJ Jerk Fest 2026,2026-05-24,,,,,Get ready for the flavors and vibes of NJ Jerk Fest 2026!,Festival,Preview of what's coming to NJ Jerk Fest 2026. Highlights from @meancuisineexperience.,,,0.9,False,simonervql,https://www.instagram.com/p/DXKQA0BEfkB/,https://scontent-ord5-2.cdninstagram.com/v/t51.71878-15/670497000_1221214499853483_5399897783548296390_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGOmVab7DyrDiDQs7H0G3dwx-64fBhAtRZaf5IMNczkR496EhchoR_7uAgFjlThAB8&_nc_ohc=HNlqBospvCoQ7kNvwFcj1zR&_nc_gid=U5WAle_5iKIp5MoleZgR0A&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1_WZfIK7msDrnG_nTSIoZiyuuIMeO6OSG7J-1yDUiVhg&oe=69E6E46C&_nc_sid=10d13b,https://www.instagram.com/p/DXKQA0BEfkB/,https://www.instagram.com/simonervql/,SIM SIMMA,3875980853902440705,True,False
Align & Bloom,2026-04-11,2:00 PM,Myx Lokal,Avenel,Central,Reset your mind and body with yoga and meditation at Myx Lokal!,Workshop,"Neemi of Arista Yoga guides you back to YOU through movement, breath, and intention. This event blends yoga, meditation, and holistic healing to help you feel more grounded, balanced, and at peace.",Neemi of Arista Yoga,Free,0.9,False,myxlokal,https://www.instagram.com/p/DW9-QLhjxqc/,https://scontent.cdninstagram.com/v/t51.71878-15/670590750_2096322617821119_8249909501644202148_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gE0yVf8zE61h08051ksvSNQD3fyoz-8mAEdC58cqAeGl6S8oNmXyK32qK4vXdNd60M&_nc_ohc=qJr7RMIvcNkQ7kNvwH_xI1e&_nc_gid=vWdfHWQvirpDeyo2QcXyLA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1xp2ioELJNmiCisV5qHkilJcp0L5BSHbmhOEtAWSUqCA&oe=69E6D096&_nc_sid=10d13b,https://www.instagram.com/p/DW9-QLhjxqc/,https://www.instagram.com/myxlokal/,Myx Lokal | Creative Event Studio,3872525045377997468,True,False
Open Mic Night,2026-04-25,6:00 PM,@rnbeanscafe,Avenel,Central,Shine on stage at R&Beans Coffee's FREE Open Mic Night!,Open Mic,"FREE Open Mic Night open to poets, singers, and musicians of all kinds! Sign up at the cafe between 4/13-4/22.",,Free,1,False,rnbeanscafe,https://www.instagram.com/p/DXEyPmpCk0p/,https://scontent-dfw5-2.cdninstagram.com/v/t51.82787-15/670533546_17958967653105367_6531917154174948945_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFFNWG6DSCVz5DCyzOhnNTARivYPYTTaSOgE5Q-C9SDViNggdg3BZYZxn9mrmPPuv8&_nc_ohc=B7tBA2fWNKAQ7kNvwFUTgWt&_nc_gid=wJrnv4rr7tFfzEaHWUrrYw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3Nyq6HkOSA1t3Em-Hia_mmCwONRtgTkNRPoSlexhmIaA&oe=69E6BF9B&_nc_sid=10d13b,https://www.instagram.com/p/DXEyPmpCk0p/,https://www.instagram.com/rnbeanscafe/,R&Beans Coffee,3874442554053905705,True,False
Back to the 80's Pop Vibe,2026-04-15,6:00 PM,OU LA Restaurant & Bar,Carteret,Central,Relive the 80s with pop music and happy hour specials all night!,Music,Let’s take it back to 80s pop at @oulacarteret. Happy hour all night for specialty drinks and most importantly great food! Sounds by John Butler digital dj set. Vinyl Society.,John Butler,$7,1,False,oulacarteret,https://www.instagram.com/p/DXApTDmjhtC/,https://scontent.cdninstagram.com/v/t51.71878-15/669871460_1843614249934836_6335068257160783979_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gGx8TQ2nYIUjcKPnP1XvywzDgqWEz2T5xl8hvsNqakUUfYNEqs169cpjXKHFjmQWeM&_nc_ohc=mdMe-lxKDmoQ7kNvwGX301n&_nc_gid=K-pBFdFpyaD6LfoVKwbTOw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af34nT7LRafMMIFvZwVmipwAvpJYhnQPpCWJZq_3M1ElJw&oe=69E6BC1F&_nc_sid=10d13b,https://www.instagram.com/p/DXApTDmjhtC/,https://www.instagram.com/oulacarteret/,OU LA - Restaurant & Bar,3873277308983712578,True,False
80's Pop Thursdays,2026-04-16,,OU LA Restaurant & Bar,Carteret,Central,Groove to 80s pop hits every Thursday with great food and drink specials!,Music,Every 3rd Wednesday. Happy hour all night for specialty drinks and most importantly great food!,,,0.8,True,oulacarteret,https://www.instagram.com/p/DXApTDmjhtC/,https://scontent.cdninstagram.com/v/t51.71878-15/669871460_1843614249934836_6335068257160783979_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gGx8TQ2nYIUjcKPnP1XvywzDgqWEz2T5xl8hvsNqakUUfYNEqs169cpjXKHFjmQWeM&_nc_ohc=mdMe-lxKDmoQ7kNvwGX301n&_nc_gid=K-pBFdFpyaD6LfoVKwbTOw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af34nT7LRafMMIFvZwVmipwAvpJYhnQPpCWJZq_3M1ElJw&oe=69E6BC1F&_nc_sid=10d13b,https://www.instagram.com/p/DXApTDmjhtC/,https://www.instagram.com/oulacarteret/,OU LA - Restaurant & Bar,3873277308983712578,True,False
Cognac & Conversations,2026-04-18,9:00 PM,Ou La Restaurant & Bar,Carteret,Central,"Experience a speakeasy vibe with dope music, amazing food, and great cocktails this Saturday!",Music,"Cognac & Conversations — a speakeasy vibe with dope music, amazing food, and great cocktails. Creating an atmosphere where people can socialize, enjoy the music, and really experience the space.",DJ Early,,1.0,False,djearlyffym,https://www.instagram.com/p/DXE_MnpDql7/,https://scontent-atl3-1.cdninstagram.com/v/t51.82787-15/671876097_18583376848043214_9109979875096107328_n.heic?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gHbP1kgGGO9PcUc2ew4KSK4ZM0Wx-m8zg2LRcf7_UicAeCjPuY76MzJz2czxz1PQeU&_nc_ohc=HxsjAldUle8Q7kNvwFf5Zs2&_nc_gid=qTmec_GyMBmhGjX-Knp7Dw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3hhFS_zk8Of2V8O2JgJxTwyMQXE2VOIpp_eOAD1comeA&oe=69E6E538&_nc_sid=10d13b,https://www.instagram.com/p/DXE_MnpDql7/,https://www.instagram.com/djearlyffym/,Earl Girbaud Brooks,3874499523574147451,True,False
Easter Celebration,2026-04-15,,OU LA - Restaurant & Bar,Carteret,Central,Celebrate Easter at Ou La with fun for the kids and a delicious brunch!,Holiday,Easter at Ou La was a vibe. Ou La is for the children too! We had Mr. Easter Bunny and an assortment of candy that was a hit with the kids. But we also had a beautiful Easter Sunday brunch in the back with an intimate birthday celebration in the front V.I.P.,Mr. Easter Bunny,,0.9,False,oulacarteret,https://www.instagram.com/p/DXKsXZFD_Mn/,https://scontent-atl3-2.cdninstagram.com/v/t51.71878-15/669954506_924485863529165_3832508176941029929_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gG0z2VlW-mJTwaoVG20XSgDf8qawS8aofrTJdaO7gqHacTZki0f2wjU62IVucmfc0g&_nc_ohc=gZEprs7rPeMQ7kNvwFrnrww&_nc_gid=uzoauBzDhhOKPVt1gC06og&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af0CcBSQaus7WFqRt0K9jZvtWx6OzmfnRJdqEla1pI83pQ&oe=69E6CB0F&_nc_sid=10d13b,https://www.instagram.com/p/DXKsXZFD_Mn/,https://www.instagram.com/oulacarteret/,OU LA - Restaurant & Bar,3876105550828663591,True,False
Intimate Birthday Celebration,2026-04-15,,OU LA - Restaurant & Bar,Carteret,Central,Book the V.I.P. room at Ou La for your next intimate birthday celebration!,Birthday,For parties of 10 or less you can request the V.I.P. room for an intimate setting.,,,0.9,False,oulacarteret,https://www.instagram.com/p/DXKsXZFD_Mn/,https://scontent-atl3-2.cdninstagram.com/v/t51.71878-15/669954506_924485863529165_3832508176941029929_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2gG0z2VlW-mJTwaoVG20XSgDf8qawS8aofrTJdaO7gqHacTZki0f2wjU62IVucmfc0g&_nc_ohc=gZEprs7rPeMQ7kNvwFrnrww&_nc_gid=uzoauBzDhhOKPVt1gC06og&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af0CcBSQaus7WFqRt0K9jZvtWx6OzmfnRJdqEla1pI83pQ&oe=69E6CB0F&_nc_sid=10d13b,https://www.instagram.com/p/DXKsXZFD_Mn/,https://www.instagram.com/oulacarteret/,OU LA - Restaurant & Bar,3876105550828663591,True,False
