INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR,IS RECURRING,PROCESSED TIMESTAMP
BLACKWOMENNJ,OPPORTUNITY MONDAYS,2026-03-16,7:30 PM,ZOOM,,,CIRCULATE OPPORTUNITIES WITHIN YOUR NETWORK WITH BLACK WOMEN NEW JERSEY!,https://www.instagram.com/p/DV3h3b3DTsH/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/652179310_17988333305957018_6445019420386580774_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gGaEDBkKaMIZ8h0awAxV9RC63JSfuz3y3MmkbGM320lXXAycgbZt6HCvXTeSaX7FeA&_nc_ohc=ISjaefWPLb0Q7kNvwEORIzi&_nc_gid=rEqhUxb4aq10723VSIHpZg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzgFNaRjmv6_h41pWa17tYKEG0ktlEDPVJEhfM3oPcctw&oe=69C21996&_nc_sid=10d13b,https://www.instagram.com/p/DV3h3b3DTsH/,https://www.instagram.com/blackwomennj/,NETWORKING,BLACK WOMEN NEW JERSEY,"OPPORTUNITY MONDAYS START THIS MONDAY AT 7:30 PM ON ZOOM. LET’S CIRCULATE OPPORTUNITIES WITHIN OUR NETWORK. CAREERS, BUSINESS RESOURCES, PROFESSIONAL GROWTH & MORE.",,,1,3852696951259478791,True,False,True,2026-03-19 20:49:05
BLACKWOMENNJ,SOUTH JERSEY WOMEN'S EMPOWERMENT,2026-03-21,4:00 PM,ARLAND POINDEXTER COMMUNITY CENTER,CHESILHURST,SOUTH,"JOIN BLACK WOMEN NEW JERSEY FOR AN EMPOWERING EXPERIENCE WITH KEYNOTE SPEAKERS, NETWORKING, AND DELICIOUS CUISINE!",https://www.instagram.com/p/DWARK3tDavV/,https://scontent-sjc3-1.cdninstagram.com/v/t51.82787-15/654637506_17988837233957018_6792399837816822171_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gEy4JxIJqNoF7lKlBcr_tTj1IGYaHRrF7eXXVcgA13yvJxBpOjgcevac36aBEt36s0&_nc_ohc=DnoZbmNFkOYQ7kNvwG6hiUy&_nc_gid=Ggbx2E1FG8EsST57KGGaUw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afwvj57efg9tNIia1YiWBxCQlR8Zg5GVNqyVmN6ZmdkzMQ&oe=69C23358&_nc_sid=10d13b,https://www.instagram.com/p/DWARK3tDavV/,https://www.instagram.com/blackwomennj/,EMPOWERMENT EVENT,BLACK WOMEN NEW JERSEY,"THE SOUTH JERSEY WOMEN'S EMPOWERMENT EXPERIENCE, HOSTED BY BLACK WOMEN NEW JERSEY, WILL FEATURE A POWERFUL JOINT KEYNOTE BY MAYOR JAMILA ODOM GARNETT AND SHANIQUE TALIAFERRO CENTERED ON LEADERSHIP, COLLABORATION, AND THE IMPORTANCE OF WOMEN STANDING TOGETHER TO CREATE IMPACT. THE EVENT WILL ALSO INCLUDE A 'SPECIAL MOMENT OF POWER' BY DR. NYC, RECOGNITION OF WOMEN'S HISTORY MONTH HONOREES (PASTOR/PROPHET MONIQUE, DR. STEPHNÉ CONEY, LISA DORITY, COUNCILWOMAN KYANA T. EVANS), EMPOWERING CONVERSATIONS, COMMUNITY CONNECTION, NETWORKING, DELICIOUS CUISINE BY CICELY LOVE MEALS, MUSIC AND ENTERTAINMENT, GAMES AND FELLOWSHIP, AND INSPIRING MOMENTS OF LEADERSHIP AND UNITY.","MAYOR JAMILA ODOM GARNETT, SHANIQUE TALIAFERRO, DR. NYC, PASTOR/PROPHET MONIQUE, DR. STEPHNÉ CONEY, LISA DORITY, COUNCILWOMAN KYANA T. EVANS",,1,3855156794826271701,True,False,False,2026-03-19 20:49:05
CAFE_BY_US,THE MAYOR'S BALL,2026-03-15,,,EAST ORANGE,CENTRAL,"EXPERIENCE A NIGHT OF LEADERSHIP, CULTURE, AND POWERFUL CONVERSATIONS AT THE MAYOR'S BALL!",https://www.instagram.com/p/DV7XvR4AH55/,https://scontent-ord5-3.cdninstagram.com/v/t51.71878-15/651974035_938131255357879_1986771605820317329_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gH1ekEJyBDkrdMAVuy_VetmVIRLBVbl4hHgyz5AEnpz7GoZhtk2QokNxaNRRv-5Me8&_nc_ohc=wLnf3lCwMVMQ7kNvwG5ZHml&_nc_gid=Wa-j69bI9KgfkpNpCrT_eg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwZDv5cbqfpimJyNS-iv3vLQGu25vfBFDLdXTls4gI4XA&oe=69C20B15&_nc_sid=10d13b,https://www.instagram.com/p/DV7XvR4AH55/,https://www.instagram.com/cafe_by_us/,GALA,WHERE LOVE BREWS!!,"A NIGHT OF SMILES, NETWORKING, AND BLACK EXCELLENCE. CELEBRATED WITH LOVE, LEADERSHIP, CULTURE, AND POWERFUL CONVERSATIONS. COMMUNITY SHOWED UP FOR COMMUNITY, FOSTERING MORE CONNECTIONS, OPPORTUNITIES, AND UNITY.",,,0.8,3853778310223920761,False,False,False,2026-03-19 20:49:05
DJTRAGEDY,DJ TRAGEDY @ HOOK & REEL,2026-03-15,8:00 PM,HOOK & REEL CAJUN SEAFOOD & BAR,ELMWOOD PARK,NORTH,GROOVE INTO YOUR SUNDAY WITH DJ TRAGEDY BRINGING THE VIBES TO HOOK & REEL!,https://www.instagram.com/p/DV3htY6jnde/,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/652670236_18568235185059205_3713090461435504221_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gGicjfnpK-uYJ9bJHJt6H1ChTJ4CnJP8hOiSWURBYL_hrWg9GD9GwsrYF6SvARWSlc&_nc_ohc=28uHhSOA0X4Q7kNvwGfOeMT&_nc_gid=v3VMooxQOfBYsHDASvorEg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxDyxiRYGsZSNTDiFyqkc8HLNbKLG87Gy7WPABjCQUPBA&oe=69C22B46&_nc_sid=10d13b,https://www.instagram.com/p/DV3htY6jnde/,https://www.instagram.com/djtragedy/,MUSIC,TRAGEDY GETINTUNED,MUSIC BY @SIRIUSXMFLY @DJTRAGEDY. LATE NIGHT HAPPY HOUR 9PM-12AM.,"@DJTRAGEDY, @SIRIUSXMFLY",,0.9,3852696260902287198,True,False,True,2026-03-19 20:49:05
DJTRAGEDY,HOOK & REEL SATURDAY VIBES,2026-03-14,8:00 PM,HOOK & REEL CAJUN SEAFOOD & BAR,ELMWOOD PARK,NORTH,EXPERIENCE THE ELECTRIFYING SATURDAY NIGHT SOUNDS AT HOOK & REEL WITH DJ TRAGEDY!,https://www.instagram.com/p/DV3htY6jnde/,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/652670236_18568235185059205_3713090461435504221_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gGicjfnpK-uYJ9bJHJt6H1ChTJ4CnJP8hOiSWURBYL_hrWg9GD9GwsrYF6SvARWSlc&_nc_ohc=28uHhSOA0X4Q7kNvwGfOeMT&_nc_gid=v3VMooxQOfBYsHDASvorEg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxDyxiRYGsZSNTDiFyqkc8HLNbKLG87Gy7WPABjCQUPBA&oe=69C22B46&_nc_sid=10d13b,https://www.instagram.com/p/DV3htY6jnde/,https://www.instagram.com/djtragedy/,MUSIC,TRAGEDY GETINTUNED,TONIGHT WE BRING THE VYBZ TO @HOOKANDREEL.USA (ELMWOOD PARK NJ) 8-12PM MUSIC BY @SIRIUSXMFLY @DJTRAGEDY. EACH AND EVERY SATURDAY. LATE NIGHT HAPPY HOUR 9PM-12AM.,"@DJTRAGEDY, @SIRIUSXMFLY",,0.9,3852696260902287198,True,False,True,2026-03-19 20:49:05
DJTRAGEDY,LATE NIGHT HAPPY HOUR,2026-03-14,9:00 PM,HOOK & REEL CAJUN SEAFOOD & BAR,ELMWOOD PARK,NORTH,SAVOR LATE-NIGHT DEALS AND DELICIOUS BITES AT HOOK & REEL'S HAPPY HOUR!,https://www.instagram.com/p/DV3htY6jnde/,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/652670236_18568235185059205_3713090461435504221_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gGicjfnpK-uYJ9bJHJt6H1ChTJ4CnJP8hOiSWURBYL_hrWg9GD9GwsrYF6SvARWSlc&_nc_ohc=28uHhSOA0X4Q7kNvwGfOeMT&_nc_gid=v3VMooxQOfBYsHDASvorEg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxDyxiRYGsZSNTDiFyqkc8HLNbKLG87Gy7WPABjCQUPBA&oe=69C22B46&_nc_sid=10d13b,https://www.instagram.com/p/DV3htY6jnde/,https://www.instagram.com/djtragedy/,HAPPY HOUR,TRAGEDY GETINTUNED,LATE NIGHT HAPPY HOUR 9PM-12AM,,,0.9,3852696260902287198,True,False,True,2026-03-19 20:49:05
DJTRAGEDY,LATE NIGHT HAPPY HOUR,2026-03-15,9:00 PM,HOOK & REEL CAJUN SEAFOOD & BAR,ELMWOOD PARK,NORTH,SAVOR LATE-NIGHT DEALS AND DELICIOUS BITES AT HOOK & REEL'S HAPPY HOUR!,https://www.instagram.com/p/DV3htY6jnde/,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/652670236_18568235185059205_3713090461435504221_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gGicjfnpK-uYJ9bJHJt6H1ChTJ4CnJP8hOiSWURBYL_hrWg9GD9GwsrYF6SvARWSlc&_nc_ohc=28uHhSOA0X4Q7kNvwGfOeMT&_nc_gid=v3VMooxQOfBYsHDASvorEg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxDyxiRYGsZSNTDiFyqkc8HLNbKLG87Gy7WPABjCQUPBA&oe=69C22B46&_nc_sid=10d13b,https://www.instagram.com/p/DV3htY6jnde/,https://www.instagram.com/djtragedy/,HAPPY HOUR,TRAGEDY GETINTUNED,LATE NIGHT HAPPY HOUR 9PM-12AM,,,0.9,3852696260902287198,True,False,True,2026-03-19 20:49:05
AYALACOFFEE,20K FOLLOWER GIVEAWAY,2026-03-18,,AYALA COFFEE,,,CELEBRATE 20K FOLLOWERS WITH AYALA COFFEE'S BIGGEST GIVEAWAY YET!,https://www.instagram.com/p/DV_SF0MFW0W/,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/653953557_18085270412602522_4626993690112381974_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gE-19hFQbMZr-2AWPzpSRG3EvG3M30Gp0bymjPn3fc-RnGQSYOLDE5TI3cPnNeUUm0&_nc_ohc=NIzYIHITHfMQ7kNvwFSvT3X&_nc_gid=ayzFWFq06Lw5u4KQdy2oNA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afy30OI6MU6RynP3WOR03ljuEmJnLgLFuDRDyeuFSxDbig&oe=69C21113&_nc_sid=10d13b,https://www.instagram.com/p/DV_SF0MFW0W/,https://www.instagram.com/ayalacoffee/,GIVEAWAY,AYALA COFFEE,"TO CELEBRATE REACHING 20K FOLLOWERS AND AS A THANK YOU FOR ALL THE SUPPORT YOU HAVE GIVEN US OVER THE YEARS, WE ARE DOING OUR BIGGEST GIVEAWAY YET!!

TO ENTER:
✅ FOLLOW @AYALACOFFEE
✅ LIKE THIS POST
✅ TAG 3 FRIENDS IN THE COMMENTS
✅ FOR AN EXTRA ENTRY, SHARE THIS POST TO YOUR STORY AND TAG US (PROFILE MUST BE PUBLIC FOR US TO SEE)

ONE WINNER WILL BE CHOSEN AT RANDOM FOR EACH OF THE FOLLOWING ITEMS (ONLY ONE WINNER PER ITEM):
$50 AYALA GIFT CARD
$20 AYALA GIFT CARD
FREE LATTE OF YOUR CHOICE
FREE PASTRY OF YOUR CHOICE
FREE @JAMIEBBNYC X AYALA RUN CLUB COLLAB HAT
FREE AYALA CAMO HAT
FREE BREAKFAST SANDWICH
FREE AYALA STICKER + SET OF ENAMEL PINS
FREE AYALA WHITE CAMO SHIRT
FREE BAG OF COFFEE",,,1,3854879370524323094,True,False,False,2026-03-19 20:49:05
CHOP.LIFE.CREW,BIG FISH PISCES BASH,2026-03-14,,THE VAULT LOUNGE,NEWARK,CENTRAL,DIVE INTO THE BIG FISH PISCES BASH TOMORROW!,https://www.instagram.com/p/DV13RvlGJBG/,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/651591387_18508494493074493_6661424250988210575_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gHUiMEoe-k1B_tHNOzXA2LGkXBtLKwkO1W8NJ2MNRiSTLUztpfc61C4Nau2BzoFpxA&_nc_ohc=rJoR8RlhWecQ7kNvwHrdz1i&_nc_gid=IWLJpnsxJ1KdEFXzoz__uQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzwSDIpAPO7hmwhXM-Dk9ywO9TE_8RdREoT2IiQGkV0HQ&oe=69C2364B&_nc_sid=10d13b,https://www.instagram.com/p/DV13RvlGJBG/,https://www.instagram.com/chop.life.crew/,PARTY,CLC MARKETING GROUP LLC 🌍,BIG FISH PISCES ♓️ BASH TOMORROW,,,0.9,3852228168162775110,True,False,False,2026-03-19 20:49:05
BLACKWOMENNJ,RE-ELECT RAS J. BARAKA FOR MAYOR,2026-05-12,,,NEWARK,CENTRAL,VOTE FOR CONTINUED PROGRESS IN NEWARK!,https://www.instagram.com/p/DV7YvtnDXSC/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/654015587_17988558878957018_5346148348703280321_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gG4fi2Mi8UQOFmokXCSZAdU4D48tn2QIfsaOco7i9CgPOqQDXBmbT3ooW5IuEt3PF2GK_wXalQUKWSrLejkS2hG&_nc_ohc=do_Je5ZwjiEQ7kNvwF6Gm5m&_nc_gid=U_Rtj8xaq9kAkWLFB-z4Sg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxZOynXuQPYGA8leut1pGI_T_A2r7sQla8C2lvNbGLlsA&oe=69C20C7B&_nc_sid=10d13b,https://www.instagram.com/p/DV7YvtnDXSC/,https://www.instagram.com/blackwomennj/,ELECTION,BLACK WOMEN NEW JERSEY,RE-ELECT DEMOCRAT RAS J. BARAKA FOR MAYOR OF NEWARK. VOTE TEAM BARAKA TO CONTINUE TO MOVE NEWARK FORWARD.,,,0.9,3853782738050839682,True,False,False,2026-03-19 20:49:05
