event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,is_recurring,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Earth Worm Dirt Cup Latte,2026-04-15,,R&Beans Coffee,Avenel,Central,Taste the planet with our limited-edition Earth Worm Dirt Cup Latte!,Food Special,"Our limited Earth Day creation layers rich flavors into every sip earthy, bold, and beautiful.",@kingdezcopy,,5.0,False,rnbeanscafe,https://www.instagram.com/p/DXJzlxUx1AD/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/670534710_17959395504105367_1541302461249118191_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFxfRI7BatIwXGPYMlsXZT3Xd4BJHUBgZlRtbL4e3lBodfyygCXsk8lNQgWbkWrAog&_nc_ohc=FFDlelALRdAQ7kNvwG4jgnL&_nc_gid=6yC7ZSb3ItMABW71Lb4n8w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1DrD_9nrk_LYS9cH16vVtIfdkpIiHL1x9UIEgcpIgocw&oe=69E6E451&_nc_sid=10d13b,https://www.instagram.com/p/DXJzlxUx1AD/,https://www.instagram.com/rnbeanscafe/,R&Beans Coffee,3875855850283683843,True,False
Earth Worm Dirt Cup Latte,2026-04-16,,R&Beans Coffee,Avenel,Central,Taste the planet with our limited-edition Earth Worm Dirt Cup Latte!,Food Special,"Our limited Earth Day creation layers rich flavors into every sip earthy, bold, and beautiful.",@kingdezcopy,,5.0,False,rnbeanscafe,https://www.instagram.com/p/DXJzlxUx1AD/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/670534710_17959395504105367_1541302461249118191_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFxfRI7BatIwXGPYMlsXZT3Xd4BJHUBgZlRtbL4e3lBodfyygCXsk8lNQgWbkWrAog&_nc_ohc=FFDlelALRdAQ7kNvwG4jgnL&_nc_gid=6yC7ZSb3ItMABW71Lb4n8w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1DrD_9nrk_LYS9cH16vVtIfdkpIiHL1x9UIEgcpIgocw&oe=69E6E451&_nc_sid=10d13b,https://www.instagram.com/p/DXJzlxUx1AD/,https://www.instagram.com/rnbeanscafe/,R&Beans Coffee,3875855850283683843,True,False
Earth Worm Dirt Cup Latte,2026-04-17,,R&Beans Coffee,Avenel,Central,Taste the planet with our limited-edition Earth Worm Dirt Cup Latte!,Food Special,"Our limited Earth Day creation layers rich flavors into every sip earthy, bold, and beautiful.",@kingdezcopy,,5.0,False,rnbeanscafe,https://www.instagram.com/p/DXJzlxUx1AD/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/670534710_17959395504105367_1541302461249118191_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFxfRI7BatIwXGPYMlsXZT3Xd4BJHUBgZlRtbL4e3lBodfyygCXsk8lNQgWbkWrAog&_nc_ohc=FFDlelALRdAQ7kNvwG4jgnL&_nc_gid=6yC7ZSb3ItMABW71Lb4n8w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1DrD_9nrk_LYS9cH16vVtIfdkpIiHL1x9UIEgcpIgocw&oe=69E6E451&_nc_sid=10d13b,https://www.instagram.com/p/DXJzlxUx1AD/,https://www.instagram.com/rnbeanscafe/,R&Beans Coffee,3875855850283683843,True,False
Earth Worm Dirt Cup Latte,2026-04-18,,R&Beans Coffee,Avenel,Central,Taste the planet with our limited-edition Earth Worm Dirt Cup Latte!,Food Special,"Our limited Earth Day creation layers rich flavors into every sip earthy, bold, and beautiful.",@kingdezcopy,,5.0,False,rnbeanscafe,https://www.instagram.com/p/DXJzlxUx1AD/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/670534710_17959395504105367_1541302461249118191_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFxfRI7BatIwXGPYMlsXZT3Xd4BJHUBgZlRtbL4e3lBodfyygCXsk8lNQgWbkWrAog&_nc_ohc=FFDlelALRdAQ7kNvwG4jgnL&_nc_gid=6yC7ZSb3ItMABW71Lb4n8w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1DrD_9nrk_LYS9cH16vVtIfdkpIiHL1x9UIEgcpIgocw&oe=69E6E451&_nc_sid=10d13b,https://www.instagram.com/p/DXJzlxUx1AD/,https://www.instagram.com/rnbeanscafe/,R&Beans Coffee,3875855850283683843,True,False
Earth Worm Dirt Cup Latte,2026-04-19,,R&Beans Coffee,Avenel,Central,Taste the planet with our limited-edition Earth Worm Dirt Cup Latte!,Food Special,"Our limited Earth Day creation layers rich flavors into every sip earthy, bold, and beautiful.",@kingdezcopy,,5.0,False,rnbeanscafe,https://www.instagram.com/p/DXJzlxUx1AD/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/670534710_17959395504105367_1541302461249118191_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFxfRI7BatIwXGPYMlsXZT3Xd4BJHUBgZlRtbL4e3lBodfyygCXsk8lNQgWbkWrAog&_nc_ohc=FFDlelALRdAQ7kNvwG4jgnL&_nc_gid=6yC7ZSb3ItMABW71Lb4n8w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1DrD_9nrk_LYS9cH16vVtIfdkpIiHL1x9UIEgcpIgocw&oe=69E6E451&_nc_sid=10d13b,https://www.instagram.com/p/DXJzlxUx1AD/,https://www.instagram.com/rnbeanscafe/,R&Beans Coffee,3875855850283683843,True,False
Earth Worm Dirt Cup Latte,2026-04-20,,R&Beans Coffee,Avenel,Central,Taste the planet with our limited-edition Earth Worm Dirt Cup Latte!,Food Special,"Our limited Earth Day creation layers rich flavors into every sip earthy, bold, and beautiful.",@kingdezcopy,,5.0,False,rnbeanscafe,https://www.instagram.com/p/DXJzlxUx1AD/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/670534710_17959395504105367_1541302461249118191_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFxfRI7BatIwXGPYMlsXZT3Xd4BJHUBgZlRtbL4e3lBodfyygCXsk8lNQgWbkWrAog&_nc_ohc=FFDlelALRdAQ7kNvwG4jgnL&_nc_gid=6yC7ZSb3ItMABW71Lb4n8w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1DrD_9nrk_LYS9cH16vVtIfdkpIiHL1x9UIEgcpIgocw&oe=69E6E451&_nc_sid=10d13b,https://www.instagram.com/p/DXJzlxUx1AD/,https://www.instagram.com/rnbeanscafe/,R&Beans Coffee,3875855850283683843,True,False
Earth Worm Dirt Cup Latte,2026-04-21,,R&Beans Coffee,Avenel,Central,Taste the planet with our limited-edition Earth Worm Dirt Cup Latte!,Food Special,"Our limited Earth Day creation layers rich flavors into every sip earthy, bold, and beautiful.",@kingdezcopy,,5.0,False,rnbeanscafe,https://www.instagram.com/p/DXJzlxUx1AD/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/670534710_17959395504105367_1541302461249118191_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFxfRI7BatIwXGPYMlsXZT3Xd4BJHUBgZlRtbL4e3lBodfyygCXsk8lNQgWbkWrAog&_nc_ohc=FFDlelALRdAQ7kNvwG4jgnL&_nc_gid=6yC7ZSb3ItMABW71Lb4n8w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1DrD_9nrk_LYS9cH16vVtIfdkpIiHL1x9UIEgcpIgocw&oe=69E6E451&_nc_sid=10d13b,https://www.instagram.com/p/DXJzlxUx1AD/,https://www.instagram.com/rnbeanscafe/,R&Beans Coffee,3875855850283683843,True,False
Earth Worm Dirt Cup Latte,2026-04-22,,R&Beans Coffee,Avenel,Central,Taste the planet with our limited-edition Earth Worm Dirt Cup Latte!,Food Special,"Our limited Earth Day creation layers rich flavors into every sip earthy, bold, and beautiful.",@kingdezcopy,,5.0,False,rnbeanscafe,https://www.instagram.com/p/DXJzlxUx1AD/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/670534710_17959395504105367_1541302461249118191_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFxfRI7BatIwXGPYMlsXZT3Xd4BJHUBgZlRtbL4e3lBodfyygCXsk8lNQgWbkWrAog&_nc_ohc=FFDlelALRdAQ7kNvwG4jgnL&_nc_gid=6yC7ZSb3ItMABW71Lb4n8w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1DrD_9nrk_LYS9cH16vVtIfdkpIiHL1x9UIEgcpIgocw&oe=69E6E451&_nc_sid=10d13b,https://www.instagram.com/p/DXJzlxUx1AD/,https://www.instagram.com/rnbeanscafe/,R&Beans Coffee,3875855850283683843,True,False
Earth Worm Dirt Cup Latte,2026-04-23,,R&Beans Coffee,Avenel,Central,Taste the planet with our limited-edition Earth Worm Dirt Cup Latte!,Food Special,"Our limited Earth Day creation layers rich flavors into every sip earthy, bold, and beautiful.",@kingdezcopy,,5.0,False,rnbeanscafe,https://www.instagram.com/p/DXJzlxUx1AD/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/670534710_17959395504105367_1541302461249118191_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFxfRI7BatIwXGPYMlsXZT3Xd4BJHUBgZlRtbL4e3lBodfyygCXsk8lNQgWbkWrAog&_nc_ohc=FFDlelALRdAQ7kNvwG4jgnL&_nc_gid=6yC7ZSb3ItMABW71Lb4n8w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1DrD_9nrk_LYS9cH16vVtIfdkpIiHL1x9UIEgcpIgocw&oe=69E6E451&_nc_sid=10d13b,https://www.instagram.com/p/DXJzlxUx1AD/,https://www.instagram.com/rnbeanscafe/,R&Beans Coffee,3875855850283683843,True,False
Earth Worm Dirt Cup Latte,2026-04-24,,R&Beans Coffee,Avenel,Central,Taste the planet with our limited-edition Earth Worm Dirt Cup Latte!,Food Special,"Our limited Earth Day creation layers rich flavors into every sip earthy, bold, and beautiful.",@kingdezcopy,,5.0,False,rnbeanscafe,https://www.instagram.com/p/DXJzlxUx1AD/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/670534710_17959395504105367_1541302461249118191_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFxfRI7BatIwXGPYMlsXZT3Xd4BJHUBgZlRtbL4e3lBodfyygCXsk8lNQgWbkWrAog&_nc_ohc=FFDlelALRdAQ7kNvwG4jgnL&_nc_gid=6yC7ZSb3ItMABW71Lb4n8w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1DrD_9nrk_LYS9cH16vVtIfdkpIiHL1x9UIEgcpIgocw&oe=69E6E451&_nc_sid=10d13b,https://www.instagram.com/p/DXJzlxUx1AD/,https://www.instagram.com/rnbeanscafe/,R&Beans Coffee,3875855850283683843,True,False
