event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,is_recurring,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Karaoke + Game Night,2026-04-13,7:00 PM,LotusRooftop,New York,North,Sing your heart out and play to win every Sunday at Lotus Rooftop!,Entertainment,Karaoke + Game Night every Sunday from 7PM-12AM. Featuring UNO and Cards Against Humanity.,Cola Sweet,Free Entry,1,True,lotusrooftopnj,https://www.instagram.com/p/DXAXebQgbge/,https://instagram.fsac1-2.fna.fbcdn.net/v/t51.82787-15/670421440_17978445588006699_8464010529490348125_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fsac1-2.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2gHjLdgN-lXxkEYBDSWMUc9gD4YEqlm4WhKpwWRU3RuQf_nuZTMr97MMgA9OimRUQbzPn2A4EZ1kXi5L6Q26CbFT&_nc_ohc=UNPNjIRNGlAQ7kNvwH93hjz&_nc_gid=4cVJM_B3kCDFaryDxRdZgg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af0kciiV673RgjGlNR4oqf_dj9BxLv1U7h5oP7qnbiqpIQ&oe=69E6C036&_nc_sid=10d13b,https://www.instagram.com/p/DXAXebQgbge/,https://www.instagram.com/lotusrooftopnj/,Lotus 🪷,3873198925460650014,True,False
Afro Taco Daily Special,2026-04-14,12:00 PM,Afro Taco,Newark,Central,Get your taco fix with Afro Taco's amazing buy-one-get-one-half-off deal today!,Food Special,"Buy 1 set of tacos, get the second half off. Open 12-8pm.",,,0.8,False,afro_taco,https://www.instagram.com/p/DXHR7NGkbBZ/,https://scontent.cdninstagram.com/v/t51.71878-15/670148737_796116286590249_7954937955282913582_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gF1SL7x6NYvQdLbtcw21tIPW2Qi_qUNVVwFIItMUi3Zwk1p7WnzntOpQomWEVDeKCw&_nc_ohc=IfMIqUr-mK0Q7kNvwEptlUs&_nc_gid=rtp_4gi7q2ddTnf7ihdQ5w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af03O9Yh-C9jKgaRYUiXdoGCqpdktBGlvaYDIIwIQG1ECQ&oe=69E6D78F&_nc_sid=10d13b,https://www.instagram.com/p/DXHR7NGkbBZ/,https://www.instagram.com/afro_taco/,Cliff Mills 973-803-3764,3875144839684272217,True,False
The Victory Lap,2026-05-15,10:00 PM,THE LOBBY PATIO,ELIZABETH,Central,Get ready for the biggest celebration event of the year!,Celebration,"THE BIGGEST CELEBRATION EVENT OF THE YEAR IS OFFICIALLY 30 DAYS OUT‼️ THE VICTORY LAP 🏁 In 30 DAYS, we throw our caps, accomplish our goals, and celebrate the right way!","CARVELL, SUPREME, JAYBEATZ, JHASIRPOW, LEE LEE, DREAM TEAM, UNIVERSITY, IRWAND, NODERM",Free with RSVP until 11:00 PM for Grads,5,False,official.iou,https://www.instagram.com/p/DXKpR9qiRhb/,https://scontent.cdninstagram.com/v/t51.82787-15/670163825_17976038325008539_7174576838419407192_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gE5qEYCqjeYSEBdW9wSY1hSuxWwcrPWlkudutLJwkfXeABghbAuDt3jSEpwx3RpdDg&_nc_ohc=3kqkgaZRyIgQ7kNvwEXf8gO&_nc_gid=vPorUuy9h9bE-9oslc5nbA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af0lwUb0oeCuyTRdK24r-CRB32cvKvFZ4uy2e52mkAYOHQ&oe=69E6DA34&_nc_sid=10d13b,https://www.instagram.com/p/DXKpR9qiRhb/,https://www.instagram.com/official.iou/,ITS ONLY US,3876091983655671899,True,True
R2R MOE at Lotus Rooftop,2026-04-18,9:00 PM,LotusRooftop,Passaic,North,Wrap up Aries season with R2R MOE hitting the rooftop this Saturday!,Music,R2R MOE hits the rooftop to wrap up Aries season with a bang. Celebrating all night long. Vibes by @djfastlife // @djace201 // @cozyboysway_ // @slickyousomaxx. Happy Hour 9-10pm. Bottle specials until 12AM.,"@djfastlife, @djace201, @cozyboysway_, @slickyousomaxx, R2R MOE",,0.9,False,lotusrooftopnj,https://www.instagram.com/p/DXFqGB1gMkb/,https://scontent-atl3-1.cdninstagram.com/v/t51.82787-15/662541170_17978696925006699_6764724541751661487_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gEE6bzaXpXSaaXpV7XX_E9xVzueidl5McSPk8Utrz5A7db-DLYP23vKGpZv4MXgFBQ&_nc_ohc=cjxlU5NLlYsQ7kNvwFzjCKL&_nc_gid=gSCoxPvIK9JphE6kEvlYgA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1nF6dUIrcOH97xEJb3SHxLyADPjsSGKpt2A19vdhuYgQ&oe=69E6C6D1&_nc_sid=10d13b,https://www.instagram.com/p/DXFqGB1gMkb/,https://www.instagram.com/lotusrooftopnj/,Lotus 🪷,3874688186663880987,True,True
Deevo & Kxmoraa Birthday Bash,2026-04-18,9:00 PM,LotusRooftop,Passaic,North,Celebrate Deevo and Kxmoraa's birthdays with an epic bash this Saturday!,Birthday,Official birthday bash for @deevoralph & @kxmoraa. Celebrating all night long. Vibes by @djfastlife // @djace201 // @cozyboysway_ // @slickyousomaxx. Happy Hour 9-10pm. Bottle specials until 12AM.,"@djfastlife, @djace201, @cozyboysway_, @slickyousomaxx, Deevo, Kxmoraa",,0.9,False,lotusrooftopnj,https://www.instagram.com/p/DXFqGB1gMkb/,https://scontent-atl3-1.cdninstagram.com/v/t51.82787-15/662541170_17978696925006699_6764724541751661487_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gEE6bzaXpXSaaXpV7XX_E9xVzueidl5McSPk8Utrz5A7db-DLYP23vKGpZv4MXgFBQ&_nc_ohc=cjxlU5NLlYsQ7kNvwFzjCKL&_nc_gid=gSCoxPvIK9JphE6kEvlYgA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1nF6dUIrcOH97xEJb3SHxLyADPjsSGKpt2A19vdhuYgQ&oe=69E6C6D1&_nc_sid=10d13b,https://www.instagram.com/p/DXFqGB1gMkb/,https://www.instagram.com/lotusrooftopnj/,Lotus 🪷,3874688186663880987,True,True
Blackout Saturdays,2026-04-18,,LotusRooftop,Passaic,North,Get ready for Blackout Saturdays with live music and great vibes!,Party,"Blackout Saturdays featuring music by Fastlife, Ace, Kayslick, and Sway. Ladies free until 10:30 PM with RSVP. Bottle specials available.","Fastlife, Ace, Kayslick, Sway",Ladies free until 10:30 PM with RSVP,0.9,True,lotusrooftopnj,https://www.instagram.com/p/DXFqGB1gMkb/,https://scontent-atl3-1.cdninstagram.com/v/t51.82787-15/662541170_17978696925006699_6764724541751661487_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gEE6bzaXpXSaaXpV7XX_E9xVzueidl5McSPk8Utrz5A7db-DLYP23vKGpZv4MXgFBQ&_nc_ohc=cjxlU5NLlYsQ7kNvwFzjCKL&_nc_gid=gSCoxPvIK9JphE6kEvlYgA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1nF6dUIrcOH97xEJb3SHxLyADPjsSGKpt2A19vdhuYgQ&oe=69E6C6D1&_nc_sid=10d13b,https://www.instagram.com/p/DXFqGB1gMkb/,https://www.instagram.com/lotusrooftopnj/,Lotus 🪷,3874688186663880987,True,True
Barks & Brews Adoption Event,2026-04-19,12:00 PM,902 Brewing,Jersey City,North,Meet adorable adoptable dogs and enjoy a refreshing brew this Sunday!,Adoption Event,"Join See Spot Rescued for their Barks & Brews adoption event. Sip, snack, and socialize with adoptable dogs.",,,0.9,False,seespotrescued,https://www.instagram.com/p/DXHyrLziudI/,https://scontent-atl3-3.cdninstagram.com/v/t51.71878-15/671062472_1920114881998965_1109161770387711189_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gGIDHS9E-Anp24AuQfDJMrOgV0xu5vyxYKDjTJJO5AjW6JXA4QlCYX-gg86UcbBbK1TSiAwca68W8VSwHNvPmJi&_nc_ohc=iv6zx4lfrxQQ7kNvwEnRjx1&_nc_gid=r3smKypBaUnAs-sc0refZA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1b3qt1uuWaSt2XuxxKZXMjXukZFvQEJRlVFh-j32goUA&oe=69E6C6A9&_nc_sid=10d13b,https://www.instagram.com/p/DXHyrLziudI/,https://www.instagram.com/seespotrescued/,See Spot Rescued,3875288874314557256,True,False
Rodney Green Trio Live,2026-04-25,8:00 PM,BRVSH CUL7UR3,Teaneck,North,"Experience precision, swing, and serious musicianship with the Rodney Green Trio!",Live Music,"Precision, swing, and serious musicianship from one of the best in the game. Rodney Green Trio @jackson_miller_music takes the stage.",Rodney Green Trio,,0.9,False,brvshcul7ur3,https://www.instagram.com/p/DXKj46OE9h2/,https://scontent-det1-1.cdninstagram.com/v/t51.82787-15/670247607_18132318292543512_9093574989237347654_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-det1-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2gFsNlJnuq4G-fN_wqawMyu6U4F8vxKMqrD-8EmQ1U8YX25bmiIdYKEQreG5NQcxduQ&_nc_ohc=0yjjl6ucwuYQ7kNvwH6hExg&_nc_gid=zYU92dP4ONYIQ0StHN7F_A&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2JxOP889kHnp85wbxvNVs4fv7WpEKVj3xcnDUON5VyIA&oe=69E6E457&_nc_sid=10d13b,https://www.instagram.com/p/DXKj46OE9h2/,https://www.instagram.com/brvshcul7ur3/,Brvsh Cul7ur3,3876068271737526390,True,False
Secret Garden Dinner Party,2026-04-15,6:30 PM,Porta Asbury Park,Asbury Park,Central,Experience an enchanted evening with a Secret Garden-inspired seasonal menu and wine pairings at Porta!,Dinner,"Join us for an enchanted evening featuring a fresh seasonal menu with perfectly paired wines inspired by a Secret Garden. The menu includes a Tartlet Trio, Cucumber and Elderflower Gazpacho, Seared Scallops, Braised Short Rib, and Rose Panna Cotta.",,,0.9,False,portaasburypark,https://www.instagram.com/p/DXDQSfYDTbE/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/670940531_18352136167239973_1634593577513658315_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gE-2SWkqnrjj9atwI6eZTMzzJY8kHhHhFh8WDV_aGxTkql6xNWDzewGGcp6P73CAfo&_nc_ohc=x1ddG5YnfscQ7kNvwE_0t8j&_nc_gid=fuJIGeUiuFdW7c8UQ7OOhg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2Ls__lkwW7QKZfTQ68kr9-dr6SCw3OIAt5cQQKNCajnA&oe=69E6D343&_nc_sid=10d13b,https://www.instagram.com/p/DXDQSfYDTbE/,https://www.instagram.com/portaasburypark/,Porta Asbury Park,3874011743853033156,True,False
Cinco de Mayo Celebration,2026-05-05,2:00 PM,CZEN Englewood,Englewood,North,"Spice up your Cinco de Mayo at CZEN Englewood with $7 Margaritas, Taco Flights, and DJ Norie!",Holiday Celebration,"Cinco de Mayo celebration at CZEN Englewood with $7 Margaritas, $10 Taco Flights, Oxtail Birria & Oxtail Nachos. Music by DJ Norie. Giveaways all night long.",DJ Norie,"$7 Margaritas, $10 Taco Flights",0.9,False,czenenglewood,https://www.instagram.com/p/DXMh_uCCFox/,https://scontent-ord5-3.cdninstagram.com/v/t51.71878-15/670961532_962565799602751_7285583744963203206_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gG5QBv41xGWpyxMOrMB678PdnjcrPVxKesrMYM3hJYeIz_wv8Gd288MBzPunOnAfJw&_nc_ohc=NeJFwjspZJQQ7kNvwH3GQUC&_nc_gid=wjKHbzSBeQYUS86mqdLcYA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3zEc8GyEYFctgHj6jZfFJk6AxAQcN7DirjgMJRr2i0cg&oe=69E6D825&_nc_sid=10d13b,https://www.instagram.com/p/DXMh_uCCFox/,https://www.instagram.com/czenenglewood/,CZEN Englewood,3876622893547280945,True,False
