event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,is_recurring,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
MIERCOLES DE MAMASOTAS,2026-03-25,9:00 PM,412 Lounge,Paterson,North,Get ready for the party of the week at Mamasotas Wednesday!,Party,"A CASA LLENA — EL PARTY MÁS DURO DE LA SEMANA 💃 Ritmo, energía y flow toda la noche","@dj_infamusic, @fivestarsdj, @djshakirax",,1,False,mrespinal_munoz_nj,https://www.instagram.com/p/DWQsElHAu6P/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/655885622_18575825878050651_503030670824457234_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gG2hVyi5hwAD4vBun5VkLGp6hq0l13bwGTzMjeDH6BYv7oDDdL8_IEtRMIFwOO14OU&_nc_ohc=BMl8vQkU1aMQ7kNvwE7TCpY&_nc_gid=jGoSvAoKWzymyzcUWJ53jw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afxac_jkQG9uZnLDBHbo_nN8bngLGrO8r7rTxTbD6qLFEg&oe=69CB5A10&_nc_sid=10d13b,https://www.instagram.com/p/DWQsElHAu6P/,https://www.instagram.com/mrespinal_munoz_nj/,MrEspinal Munoz,3859778709426990735,True,False
Miércoles de Mamasotas,2026-03-25,9:00 PM,412 Lounge NJ,Paterson,North,Get ready for the wildest party of the week at 412 Lounge NJ!,Party,"¡MIÉRCOLES DE MAMASOTAS EN 412 LOUNGE! EL PARTY MÁS DURO DE LA SEMANA con @dj_infamusic, @fivestarsdj y @djshakirax. Ritmo, energía y flow toda la noche.","@dj_infamusic, @fivestarsdj, @djshakirax",,1,False,412_lounge_nj,https://www.instagram.com/p/DWSjeQzjIcR/,https://scontent-sjc3-1.cdninstagram.com/v/t51.71878-15/656291260_1518015929730854_8864332292786026635_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2gFQ5Ce3Cq1mZ3ciwKCsInphLzGNg6Yfoow-oUhblz2dt-xP0p1HmIdMyQRs6MIGycI&_nc_ohc=xIbUfqmh-4kQ7kNvwH9lXES&_nc_gid=iXT2YSnDM_-xmtHWBIos7A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyVd41_hw6orkZkaSHt130fb238kSz5eHhxucjdk3Tp4w&oe=69CB550E&_nc_sid=10d13b,https://www.instagram.com/p/DWSjeQzjIcR/,https://www.instagram.com/412_lounge_nj/,412 Lounge NJ,3860303841866843921,False,False
Domingos de Uki Uki,2026-03-22,9:00 PM,412 Lounge,Paterson,North,Experience the hottest vibe in New Jersey this Sunday at 412 Lounge!,Club Night,La vibra más encendida de New Jersey está aquí. ¡Prepárate pa’ no salir de la pista! ESPECIALES DE BOTELLAS TODA LA NOCHE. ¡Arma tu corillo y celebra con estilo!,"['@dj_chulo__official', '@djjaykila']",,0.9,False,mrespinal_munoz_nj,https://www.instagram.com/p/DWJPEcVglKI/,https://scontent-lga3-1.cdninstagram.com/v/t51.82787-15/655540684_18574758100050651_5552659680131165738_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gF047rHQozilp4rBqNIEhyktByvcipeAV1I2ZbrdTObz9ZY4qUMM6q9WudrL49Vodw&_nc_ohc=hEyEQJRFne8Q7kNvwHNgiBf&_nc_gid=N1kyyzGiDr2LdFokpTeZkw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwGptgcZ6j4o0k1PwXgNlRqaEjBkRjSvYgGdeSUubLi3g&oe=69CB6B80&_nc_sid=10d13b,https://www.instagram.com/p/DWJPEcVglKI/,https://www.instagram.com/mrespinal_munoz_nj/,MrEspinal Munoz,3857680831820747400,True,False
VIERNES DE CONTRABANDO,2026-03-27,9:00 PM,412 Lounge Paterson,Paterson,North,Get ready for VIERNES DE CONTRABANDO - it's going to be a packed house!,Music,"VIERNES DE CONTRABANDO returns for a packed house event. Featuring DJs @dj_luilly, @kitiflowdj, and dj_magia. Doors open at 9 PM and close at 3 AM. Info & RSVP: (973) 576-5016 or DM.","['@dj_luilly', '@kitiflowdj', 'dj_magia']",,0.9,False,mrespinal_munoz_nj,https://www.instagram.com/p/DWWGGn3gprF/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/657267644_18576427564050651_7361727019008908564_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gF3sFKDerE4KW_5-PYXN5Yz1jfpmk6zvIxar9KxXwdOgxWCZtx0A6FUu7S98gS5xZM&_nc_ohc=qnZf4RixeWsQ7kNvwEicY6h&_nc_gid=qoIpkuhp4ZYOfvUYyXnGrg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afx3w6CqvL-hq60J6yPw0rJtpiIKIseVru2Zj9wGpgaqMg&oe=69CB7034&_nc_sid=10d13b,https://www.instagram.com/p/DWWGGn3gprF/,https://www.instagram.com/mrespinal_munoz_nj/,MrEspinal Munoz,3861300573919943365,True,False
Sábado por el Respeto,2026-03-21,9:00 PM,412 Lounge Paterson,Paterson,North,Experience the hottest rumba in NJ with DJ Chulo and DJ Caramelo!,Music,"SÁBADO POR EL RESPETO en @412LoungePaterson con @dj_chulo__official ❌ @djcarameloevents @djcaramelo1. BOTELLAS EN ESPECIAL antes de las 11PM! La rumba más encendida de NJ! Buena música, energía y respeto!","['@dj_chulo__official', '@djcarameloevents', '@djcaramelo1']",Bottle specials before 11 PM,0.9,False,mrespinal_munoz_nj,https://www.instagram.com/p/DWIC6G3jbVG/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/655662579_18574656829050651_4124101757718000071_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gGG5XXOs_d-LfchH0-ObpJISBt3AjeijvALiNq9XKYq3U9u0MVRHn42zk3RpYddsjo&_nc_ohc=adzDbWoqlYEQ7kNvwH2LJH_&_nc_gid=BeNhyHvfRM6wBXCjbRosGA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyM7O843vaufDBo2Ly9co0Xekuvrqu5hQ5PIMzdbzbB7w&oe=69CB5459&_nc_sid=10d13b,https://www.instagram.com/p/DWIC6G3jbVG/,https://www.instagram.com/mrespinal_munoz_nj/,MrEspinal Munoz,3857345870039987526,True,False
Stitch Skate Night,2026-04-04,3:00 PM,Branch Brook Skating Rink,Newark,North,Roll with Stitch and the family for a fun-filled skate night!,Family Event,"Join us for a Stitch Skate night full of fun, music, and good vibes! Come Meet Stitch, enjoy Cafe Specials & More!",Stitch,$15 Online | $17 at the door,1,False,bbpskating,https://www.instagram.com/p/DWPygLnAAVd/,https://scontent-lax3-2.cdninstagram.com/v/t51.82787-15/655228931_18578407210029570_4872660177740822983_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gGLdmyICzO_jlG9TNnXqVCXEnM0-0AQ72TKzfg0ehE-HVhJR0XOPfURv5Vef5kkx_Y&_nc_ohc=tdVwlDekTwwQ7kNvwHalHSg&_nc_gid=kOR_6c-JurdIC2tto5buaQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afw6XCa5x2xPht0zgeNMtALfrMXBljI1pU4V-vIfyAIxHQ&oe=69CB739B&_nc_sid=10d13b,https://www.instagram.com/p/DWPygLnAAVd/,https://www.instagram.com/bbpskating/,BBP Roller Skating Center,3859525519494088029,True,False
DJ Bishop at Madison Modern,2026-03-26,7:00 PM,MADISON MODERN SOCIAL,Old Bridge,Central,Groove into your Thursday with DJ Bishop at Madison Modern!,DJ Set,DJ Bishop performance at Madison Modern Social.,@djbishopcnj,,0.9,False,djbishopcnj,https://www.instagram.com/p/DWWuq2XEa2B/,https://scontent-hou1-1.cdninstagram.com/v/t51.71878-15/658080579_1616019943063881_2103162428522943213_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gGGLtIy-RrH-5wt3gWXKOfu-yIUzOI13w6JIcwxcW4kQuTHOWiX_UuqXbmGilL91ek&_nc_ohc=PyLJU4_bD48Q7kNvwGkd_l6&_nc_gid=3PyNwwPz0ZBqqOX6sDpyvQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwSu9FV-GCL5FzIf691ccKierJHySdiebIUSiMDpcZsXw&oe=69CB6A57&_nc_sid=10d13b,https://www.instagram.com/p/DWWuq2XEa2B/,https://www.instagram.com/djbishopcnj/,Bishop♗,3861478985243405697,True,True
DJ Bishop at Jamagrille,2026-03-27,9:30 PM,JAMAGRILLE SPORTS BAR AND LOUNGE,Perth Amboy,Central,Friday night vibes with DJ Bishop at Jamagrille!,DJ Set,DJ Bishop performance at Jamagrille Sports Bar and Lounge.,@djbishopcnj,,0.9,False,djbishopcnj,https://www.instagram.com/p/DWWuq2XEa2B/,https://scontent-hou1-1.cdninstagram.com/v/t51.71878-15/658080579_1616019943063881_2103162428522943213_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gGGLtIy-RrH-5wt3gWXKOfu-yIUzOI13w6JIcwxcW4kQuTHOWiX_UuqXbmGilL91ek&_nc_ohc=PyLJU4_bD48Q7kNvwGkd_l6&_nc_gid=3PyNwwPz0ZBqqOX6sDpyvQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwSu9FV-GCL5FzIf691ccKierJHySdiebIUSiMDpcZsXw&oe=69CB6A57&_nc_sid=10d13b,https://www.instagram.com/p/DWWuq2XEa2B/,https://www.instagram.com/djbishopcnj/,Bishop♗,3861478985243405697,True,True
DJ Bishop at Sole Performance,2026-03-28,5:00 PM,Sole Performance,Old Bridge,Central,Saturday beats by DJ Bishop at Sole Performance!,DJ Set,DJ Bishop performance at Sole Performance.,@djbishopcnj,,0.9,False,djbishopcnj,https://www.instagram.com/p/DWWuq2XEa2B/,https://scontent-hou1-1.cdninstagram.com/v/t51.71878-15/658080579_1616019943063881_2103162428522943213_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gGGLtIy-RrH-5wt3gWXKOfu-yIUzOI13w6JIcwxcW4kQuTHOWiX_UuqXbmGilL91ek&_nc_ohc=PyLJU4_bD48Q7kNvwGkd_l6&_nc_gid=3PyNwwPz0ZBqqOX6sDpyvQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwSu9FV-GCL5FzIf691ccKierJHySdiebIUSiMDpcZsXw&oe=69CB6A57&_nc_sid=10d13b,https://www.instagram.com/p/DWWuq2XEa2B/,https://www.instagram.com/djbishopcnj/,Bishop♗,3861478985243405697,True,True
DJ Bishop at Savu,2026-03-29,12:00 PM,SAVU,Philadelphia,,Sunday funday with DJ Bishop at Savu in Philly!,DJ Set,DJ Bishop performance at Savu.,@djbishopcnj,,0.9,False,djbishopcnj,https://www.instagram.com/p/DWWuq2XEa2B/,https://scontent-hou1-1.cdninstagram.com/v/t51.71878-15/658080579_1616019943063881_2103162428522943213_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gGGLtIy-RrH-5wt3gWXKOfu-yIUzOI13w6JIcwxcW4kQuTHOWiX_UuqXbmGilL91ek&_nc_ohc=PyLJU4_bD48Q7kNvwGkd_l6&_nc_gid=3PyNwwPz0ZBqqOX6sDpyvQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwSu9FV-GCL5FzIf691ccKierJHySdiebIUSiMDpcZsXw&oe=69CB6A57&_nc_sid=10d13b,https://www.instagram.com/p/DWWuq2XEa2B/,https://www.instagram.com/djbishopcnj/,Bishop♗,3861478985243405697,True,True
