event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,is_recurring,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Riddle Time: Ladder to School,2026-04-01,,,,Central,Get ready to crack a smile with our silly April Fools' Day riddle!,Contest,"In honor of April Fools' Day, Boys & Girls Clubs of Mercer is sharing a riddle. Stay tuned for the answer later today. Drop your guess in the comments below.",,,1,False,bgcmercer,https://www.instagram.com/p/DWl0XzgjbPq/,https://scontent-iad6-1.cdninstagram.com/v/t39.30808-6/659005002_1415208070638930_6629356078611606858_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gFQM7vf_4aTlhvKol8-bBNONvF-1x5vnBpH9pY_z86hDVedNO-B1lRwflFKt7G9vQk&_nc_ohc=QqSYzTdIeJgQ7kNvwEyTgyQ&_nc_gid=kAQVFKgFdlrHMyiJVmdJow&edm=APs17CUAAAAA&ccb=7-5&oh=00_Af0-4RQcsY53f9JXT8L12722-8KO13uVhl8bMhZFoFyySA&oe=69D49875&_nc_sid=10d13b,https://www.instagram.com/p/DWl0XzgjbPq/,https://www.instagram.com/bgcmercer/,Boys & Girls Clubs of Mercer,3865726189440971754,True,False
FIFA World Cup Watch Party,2026-06-11,,AYA Hookah Lounge,Edison,Central,"Watch the FIFA World Cup at AYA Hookah Lounge, starting June 11!",Sports Viewing,Watch the FIFA World Cup at AYA Hookah Lounge.,,,1.0,False,ayaloungenj,https://www.instagram.com/p/DWkDxQukuc_/,https://scontent-dfw5-3.cdninstagram.com/v/t51.71878-15/660785583_2753693344984462_7442427132387419348_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gE5CRDgk8_-QceroqH5iF15exaSyqs5O5Cds9ScLLyd0Hhw-TUFNzOq7oiFOa_-aLA&_nc_ohc=BxSi1zmG_nIQ7kNvwEPmL2Y&_nc_gid=m-9FTv8eCbHRSCEnDluIDw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1wNRbxrhRW8S428-Hi1sx9dhSAZrARvmFcrlAdKiqFrw&oe=69D4A7E7&_nc_sid=10d13b,https://www.instagram.com/p/DWkDxQukuc_/,https://www.instagram.com/ayaloungenj/,AYA Hookah Lounge,3865230959545870143,True,False
6th Annual Great Futures Celebration,2026-03-29,,,,,Celebrate Great Futures with incredible desserts and support for youth!,Gala,"The 6th Annual Great Futures Celebration featured incredible desserts from Feast Your Eyes Catering, including mini cheesecake bites and rich chocolate tarts. The event aimed to create opportunities for youth.",,,0.8,False,bgcmercer,https://www.instagram.com/p/DWfGyRVCMr7/,https://scontent-mia3-1.cdninstagram.com/v/t39.30808-6/657975949_1409082057918198_6460551136664795276_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gGJWcvkVKa7oR04yGBbflG8pGv6Y8Nf2CsMhmc_iPK6lzYD9lg0SdY1y_n-1imxfAQ&_nc_ohc=H9TSRQBgBZ0Q7kNvwGZsiNd&_nc_gid=-E5YCfdhgEBxdCkKiP3d3A&edm=APs17CUAAAAA&ccb=7-5&oh=00_Af2enELYAS5FB7J8o8u5K0GEurDmuxoCIYtcz9292cqdOg&oe=69D49BA2&_nc_sid=10d13b,https://www.instagram.com/p/DWfGyRVCMr7/,https://www.instagram.com/bgcmercer/,Boys & Girls Clubs of Mercer,3863836848166587131,True,False
Aries Season Birthday Bash,2026-04-03,8:00 PM,Black Oyster Cocktail Company,Newark,Central,Celebrate Aries Season with DJ TRAGEDY & FRIENDS at Black Oyster Cocktail Company!,Birthday Party,"ARIES SEASON
FRIDAY APRIL 3RD
@siriusxmfly @djtragedy
BIRTHDAY BASH

@blackoysterco
218 MARKET ST NEWARK NJ
8-2am
2 FLOORS
MUSIC BY 
DJ TRAGEDY & FRIENDS 😉

HOOKAH AVAILABLE 

WHAT HAPPENS BEHIND THE RED DOOR STAYS BEHIND THE RED DOOR",DJ TRAGEDY & FRIENDS,,0.9,False,djtragedy,https://www.instagram.com/p/DWliuUUDml0/,https://scontent-mia5-1.cdninstagram.com/v/t51.82787-15/657358778_18573663028059205_1725401062572770052_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gEXiJVCXsGnIRFZBjM3G3ZYivn5_BF1js0ZhKFFR4vJbmKA7NsajGV_KVBOre83M8E&_nc_ohc=CBjyjmfWh38Q7kNvwHJ5V_H&_nc_gid=f_OQURZ6QDoDS6fGD5nThA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af0LTw4G3fJ16sQeSeDVLDbxGBEaY9hYIyNbNsbBULBC1g&oe=69D47788&_nc_sid=10d13b,https://www.instagram.com/p/DWliuUUDml0/,https://www.instagram.com/djtragedy/,Tragedy Getintuned,3865648571656071540,True,False
Branch Brook Park Birdwatching Club,2026-05-30,12:00 PM,Essex County Branch Brook Park,Newark,North,Explore local birds and their habitats at the Branch Brook Park Birdwatching Club!,Club,"Join the Essex County Branch Brook Park Birdwatching Club! This club is led by volunteer birders, and teaches youth about local birds, their habitats, bird identification, and more! For youth in grades K-12th. Meets at various locations around BBP.",,,0.9,False,essexcounty4h,https://www.instagram.com/p/DWmIp5IjCKF/,https://scontent-sea5-1.cdninstagram.com/v/t51.82787-15/658028400_18584323375000135_4584750078827631975_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sea5-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFZDrEnTmI4nLNfQh0KaoQs2rlrpDaHrFbHwJNulfFMnWjTgAkUzRD25ACFd5MklFw&_nc_ohc=Rr8q4_dVhZoQ7kNvwGzaz-G&_nc_gid=SPQv1w9pBLvTiRABD-GsGQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2SUbY_galpYEHEet673PMw0qrCBkTADCdl5mUuH8Irrw&oe=69D4A9A9&_nc_sid=10d13b,https://www.instagram.com/p/DWmIp5IjCKF/,https://www.instagram.com/essexcounty4h/,Essex County 4-H (Rutgers Newark),3865815393361470085,True,True
Branch Brook Park Birdwatching Club,2026-06-13,12:00 PM,Essex County Branch Brook Park,Newark,North,Explore local birds and their habitats at the Branch Brook Park Birdwatching Club!,Club,"Join the Essex County Branch Brook Park Birdwatching Club! This club is led by volunteer birders, and teaches youth about local birds, their habitats, bird identification, and more! For youth in grades K-12th. Meets at various locations around BBP.",,,0.9,False,essexcounty4h,https://www.instagram.com/p/DWmIp5IjCKF/,https://scontent-sea5-1.cdninstagram.com/v/t51.82787-15/658028400_18584323375000135_4584750078827631975_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sea5-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFZDrEnTmI4nLNfQh0KaoQs2rlrpDaHrFbHwJNulfFMnWjTgAkUzRD25ACFd5MklFw&_nc_ohc=Rr8q4_dVhZoQ7kNvwGzaz-G&_nc_gid=SPQv1w9pBLvTiRABD-GsGQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2SUbY_galpYEHEet673PMw0qrCBkTADCdl5mUuH8Irrw&oe=69D4A9A9&_nc_sid=10d13b,https://www.instagram.com/p/DWmIp5IjCKF/,https://www.instagram.com/essexcounty4h/,Essex County 4-H (Rutgers Newark),3865815393361470085,True,True
Branch Brook Park Birdwatching Club,2026-06-20,12:00 PM,Essex County Branch Brook Park,Newark,North,Explore local birds and their habitats at the Branch Brook Park Birdwatching Club!,Club,"Join the Essex County Branch Brook Park Birdwatching Club! This club is led by volunteer birders, and teaches youth about local birds, their habitats, bird identification, and more! For youth in grades K-12th. Meets at various locations around BBP.",,,0.9,False,essexcounty4h,https://www.instagram.com/p/DWmIp5IjCKF/,https://scontent-sea5-1.cdninstagram.com/v/t51.82787-15/658028400_18584323375000135_4584750078827631975_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sea5-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFZDrEnTmI4nLNfQh0KaoQs2rlrpDaHrFbHwJNulfFMnWjTgAkUzRD25ACFd5MklFw&_nc_ohc=Rr8q4_dVhZoQ7kNvwGzaz-G&_nc_gid=SPQv1w9pBLvTiRABD-GsGQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2SUbY_galpYEHEet673PMw0qrCBkTADCdl5mUuH8Irrw&oe=69D4A9A9&_nc_sid=10d13b,https://www.instagram.com/p/DWmIp5IjCKF/,https://www.instagram.com/essexcounty4h/,Essex County 4-H (Rutgers Newark),3865815393361470085,True,True
R&B Bingo,2026-04-01,7:00 PM,Life After Restaurant & Lounge,Edgewater,North,Unwind with R&B Bingo and good vibes at Life After Restaurant!,Bingo,"R&B Bingo at Life After Restaurant. Doors open for first come, first serve seating. RSVP link in bio.",TRAGEDY,,1,False,djtragedy,https://www.instagram.com/p/DWlWxY7DhZa/,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/658200597_18573648175059205_1489765914983350780_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gHWU-aFv-gQ7bf-a9VbMn2umn8S_rexo0dHSpCXkYc6TdQMVr43aHdqWZeES1HIzO4&_nc_ohc=GrpVxUMrU78Q7kNvwE41Qyz&_nc_gid=dZARFOmGp5g4w8yGTd3yJw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af27R1B_Tyk_2hREWzpZZUXv4kx-yhOfk_mosNGFjJ6zOA&oe=69D4A9D1&_nc_sid=10d13b,https://www.instagram.com/p/DWlWxY7DhZa/,https://www.instagram.com/djtragedy/,Tragedy Getintuned,3865596006205625946,True,False
Out & Vibe,2026-04-01,6:00 PM,Brivado Cigars,,,Vibe out after work with good music and real energy at Brivado Cigars!,Social,"OUT & VIBE at Brivado Cigars. BYOB event with good music, good people, and real energy.",,,1,False,djtragedy,https://www.instagram.com/p/DWlWxY7DhZa/,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/658200597_18573648175059205_1489765914983350780_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gHWU-aFv-gQ7bf-a9VbMn2umn8S_rexo0dHSpCXkYc6TdQMVr43aHdqWZeES1HIzO4&_nc_ohc=GrpVxUMrU78Q7kNvwE41Qyz&_nc_gid=dZARFOmGp5g4w8yGTd3yJw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af27R1B_Tyk_2hREWzpZZUXv4kx-yhOfk_mosNGFjJ6zOA&oe=69D4A9D1&_nc_sid=10d13b,https://www.instagram.com/p/DWlWxY7DhZa/,https://www.instagram.com/djtragedy/,Tragedy Getintuned,3865596006205625946,True,False
Swahili Village One Year Reunion,2026-04-04,3:02 PM,Swahili Village Newark,Newark,North,Celebrate one year of great times with Swahili Village!,REUNION,"This Friday we celebrate our one year reunion with Swahili Village. It’s been a great run, and it’s all because of you ❤️🔋",DJ Onyx,,1,False,djonyx_,https://www.instagram.com/p/DWjhmMhAKxb/,https://scontent-sea1-1.cdninstagram.com/v/t51.82787-15/660250614_18577273255043190_920536894621608001_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gFds_udMebpOUA1IvWJVmroxygERz1zWmK7HuO9nZDQo1ca0jCJKfAfbLehxf6CqkI&_nc_ohc=MIXBCsZaXVIQ7kNvwEzzxXW&_nc_gid=tZM7isbvaqJ76dQRyrEsVw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af0dbfJubxagmobX0vj4izHRS1iFrk3DA7HlSkW9CmZNxQ&oe=69D47EF8&_nc_sid=10d13b,https://www.instagram.com/p/DWjhmMhAKxb/,https://www.instagram.com/djonyx_/,ONYX,3865080665527594075,True,False
