INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR,IS RECURRING,PROCESSED TIMESTAMP
BGCMERCER,RIDDLE TIME: LADDER TO SCHOOL,2026-04-01,,,,CENTRAL,GET READY TO CRACK A SMILE WITH OUR SILLY APRIL FOOLS' DAY RIDDLE!,https://www.instagram.com/p/DWl0XzgjbPq/,https://scontent-iad6-1.cdninstagram.com/v/t39.30808-6/659005002_1415208070638930_6629356078611606858_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gFQM7vf_4aTlhvKol8-bBNONvF-1x5vnBpH9pY_z86hDVedNO-B1lRwflFKt7G9vQk&_nc_ohc=QqSYzTdIeJgQ7kNvwEyTgyQ&_nc_gid=kAQVFKgFdlrHMyiJVmdJow&edm=APs17CUAAAAA&ccb=7-5&oh=00_Af0-4RQcsY53f9JXT8L12722-8KO13uVhl8bMhZFoFyySA&oe=69D49875&_nc_sid=10d13b,https://www.instagram.com/p/DWl0XzgjbPq/,https://www.instagram.com/bgcmercer/,CONTEST,BOYS & GIRLS CLUBS OF MERCER,"IN HONOR OF APRIL FOOLS' DAY, BOYS & GIRLS CLUBS OF MERCER IS SHARING A RIDDLE. STAY TUNED FOR THE ANSWER LATER TODAY. DROP YOUR GUESS IN THE COMMENTS BELOW.",,,1,3865726189440971754,True,False,False,2026-04-02 20:20:50
AYALOUNGENJ,FIFA WORLD CUP WATCH PARTY,2026-06-11,,AYA HOOKAH LOUNGE,EDISON,CENTRAL,"WATCH THE FIFA WORLD CUP AT AYA HOOKAH LOUNGE, STARTING JUNE 11!",https://www.instagram.com/p/DWkDxQukuc_/,https://scontent-dfw5-3.cdninstagram.com/v/t51.71878-15/660785583_2753693344984462_7442427132387419348_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2gE5CRDgk8_-QceroqH5iF15exaSyqs5O5Cds9ScLLyd0Hhw-TUFNzOq7oiFOa_-aLA&_nc_ohc=BxSi1zmG_nIQ7kNvwEPmL2Y&_nc_gid=m-9FTv8eCbHRSCEnDluIDw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1wNRbxrhRW8S428-Hi1sx9dhSAZrARvmFcrlAdKiqFrw&oe=69D4A7E7&_nc_sid=10d13b,https://www.instagram.com/p/DWkDxQukuc_/,https://www.instagram.com/ayaloungenj/,SPORTS VIEWING,AYA HOOKAH LOUNGE,WATCH THE FIFA WORLD CUP AT AYA HOOKAH LOUNGE.,,,1.0,3865230959545870143,True,False,False,2026-04-02 20:20:50
BGCMERCER,6TH ANNUAL GREAT FUTURES CELEBRATION,2026-03-29,,,,,CELEBRATE GREAT FUTURES WITH INCREDIBLE DESSERTS AND SUPPORT FOR YOUTH!,https://www.instagram.com/p/DWfGyRVCMr7/,https://scontent-mia3-1.cdninstagram.com/v/t39.30808-6/657975949_1409082057918198_6460551136664795276_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gGJWcvkVKa7oR04yGBbflG8pGv6Y8Nf2CsMhmc_iPK6lzYD9lg0SdY1y_n-1imxfAQ&_nc_ohc=H9TSRQBgBZ0Q7kNvwGZsiNd&_nc_gid=-E5YCfdhgEBxdCkKiP3d3A&edm=APs17CUAAAAA&ccb=7-5&oh=00_Af2enELYAS5FB7J8o8u5K0GEurDmuxoCIYtcz9292cqdOg&oe=69D49BA2&_nc_sid=10d13b,https://www.instagram.com/p/DWfGyRVCMr7/,https://www.instagram.com/bgcmercer/,GALA,BOYS & GIRLS CLUBS OF MERCER,"THE 6TH ANNUAL GREAT FUTURES CELEBRATION FEATURED INCREDIBLE DESSERTS FROM FEAST YOUR EYES CATERING, INCLUDING MINI CHEESECAKE BITES AND RICH CHOCOLATE TARTS. THE EVENT AIMED TO CREATE OPPORTUNITIES FOR YOUTH.",,,0.8,3863836848166587131,True,False,False,2026-04-02 20:20:50
DJTRAGEDY,ARIES SEASON BIRTHDAY BASH,2026-04-03,8:00 PM,BLACK OYSTER COCKTAIL COMPANY,NEWARK,CENTRAL,CELEBRATE ARIES SEASON WITH DJ TRAGEDY & FRIENDS AT BLACK OYSTER COCKTAIL COMPANY!,https://www.instagram.com/p/DWliuUUDml0/,https://scontent-mia5-1.cdninstagram.com/v/t51.82787-15/657358778_18573663028059205_1725401062572770052_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gEXiJVCXsGnIRFZBjM3G3ZYivn5_BF1js0ZhKFFR4vJbmKA7NsajGV_KVBOre83M8E&_nc_ohc=CBjyjmfWh38Q7kNvwHJ5V_H&_nc_gid=f_OQURZ6QDoDS6fGD5nThA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af0LTw4G3fJ16sQeSeDVLDbxGBEaY9hYIyNbNsbBULBC1g&oe=69D47788&_nc_sid=10d13b,https://www.instagram.com/p/DWliuUUDml0/,https://www.instagram.com/djtragedy/,BIRTHDAY PARTY,TRAGEDY GETINTUNED,"ARIES SEASON
FRIDAY APRIL 3RD
@SIRIUSXMFLY @DJTRAGEDY
BIRTHDAY BASH

@BLACKOYSTERCO
218 MARKET ST NEWARK NJ
8-2AM
2 FLOORS
MUSIC BY 
DJ TRAGEDY & FRIENDS 😉

HOOKAH AVAILABLE 

WHAT HAPPENS BEHIND THE RED DOOR STAYS BEHIND THE RED DOOR",DJ TRAGEDY & FRIENDS,,0.9,3865648571656071540,True,False,False,2026-04-02 20:20:50
ESSEXCOUNTY4H,BRANCH BROOK PARK BIRDWATCHING CLUB,2026-05-30,12:00 PM,ESSEX COUNTY BRANCH BROOK PARK,NEWARK,NORTH,EXPLORE LOCAL BIRDS AND THEIR HABITATS AT THE BRANCH BROOK PARK BIRDWATCHING CLUB!,https://www.instagram.com/p/DWmIp5IjCKF/,https://scontent-sea5-1.cdninstagram.com/v/t51.82787-15/658028400_18584323375000135_4584750078827631975_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sea5-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFZDrEnTmI4nLNfQh0KaoQs2rlrpDaHrFbHwJNulfFMnWjTgAkUzRD25ACFd5MklFw&_nc_ohc=Rr8q4_dVhZoQ7kNvwGzaz-G&_nc_gid=SPQv1w9pBLvTiRABD-GsGQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2SUbY_galpYEHEet673PMw0qrCBkTADCdl5mUuH8Irrw&oe=69D4A9A9&_nc_sid=10d13b,https://www.instagram.com/p/DWmIp5IjCKF/,https://www.instagram.com/essexcounty4h/,CLUB,ESSEX COUNTY 4-H (RUTGERS NEWARK),"JOIN THE ESSEX COUNTY BRANCH BROOK PARK BIRDWATCHING CLUB! THIS CLUB IS LED BY VOLUNTEER BIRDERS, AND TEACHES YOUTH ABOUT LOCAL BIRDS, THEIR HABITATS, BIRD IDENTIFICATION, AND MORE! FOR YOUTH IN GRADES K-12TH. MEETS AT VARIOUS LOCATIONS AROUND BBP.",,,0.9,3865815393361470085,True,True,False,2026-04-02 20:20:50
ESSEXCOUNTY4H,BRANCH BROOK PARK BIRDWATCHING CLUB,2026-06-13,12:00 PM,ESSEX COUNTY BRANCH BROOK PARK,NEWARK,NORTH,EXPLORE LOCAL BIRDS AND THEIR HABITATS AT THE BRANCH BROOK PARK BIRDWATCHING CLUB!,https://www.instagram.com/p/DWmIp5IjCKF/,https://scontent-sea5-1.cdninstagram.com/v/t51.82787-15/658028400_18584323375000135_4584750078827631975_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sea5-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFZDrEnTmI4nLNfQh0KaoQs2rlrpDaHrFbHwJNulfFMnWjTgAkUzRD25ACFd5MklFw&_nc_ohc=Rr8q4_dVhZoQ7kNvwGzaz-G&_nc_gid=SPQv1w9pBLvTiRABD-GsGQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2SUbY_galpYEHEet673PMw0qrCBkTADCdl5mUuH8Irrw&oe=69D4A9A9&_nc_sid=10d13b,https://www.instagram.com/p/DWmIp5IjCKF/,https://www.instagram.com/essexcounty4h/,CLUB,ESSEX COUNTY 4-H (RUTGERS NEWARK),"JOIN THE ESSEX COUNTY BRANCH BROOK PARK BIRDWATCHING CLUB! THIS CLUB IS LED BY VOLUNTEER BIRDERS, AND TEACHES YOUTH ABOUT LOCAL BIRDS, THEIR HABITATS, BIRD IDENTIFICATION, AND MORE! FOR YOUTH IN GRADES K-12TH. MEETS AT VARIOUS LOCATIONS AROUND BBP.",,,0.9,3865815393361470085,True,True,False,2026-04-02 20:20:50
ESSEXCOUNTY4H,BRANCH BROOK PARK BIRDWATCHING CLUB,2026-06-20,12:00 PM,ESSEX COUNTY BRANCH BROOK PARK,NEWARK,NORTH,EXPLORE LOCAL BIRDS AND THEIR HABITATS AT THE BRANCH BROOK PARK BIRDWATCHING CLUB!,https://www.instagram.com/p/DWmIp5IjCKF/,https://scontent-sea5-1.cdninstagram.com/v/t51.82787-15/658028400_18584323375000135_4584750078827631975_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sea5-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gFZDrEnTmI4nLNfQh0KaoQs2rlrpDaHrFbHwJNulfFMnWjTgAkUzRD25ACFd5MklFw&_nc_ohc=Rr8q4_dVhZoQ7kNvwGzaz-G&_nc_gid=SPQv1w9pBLvTiRABD-GsGQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2SUbY_galpYEHEet673PMw0qrCBkTADCdl5mUuH8Irrw&oe=69D4A9A9&_nc_sid=10d13b,https://www.instagram.com/p/DWmIp5IjCKF/,https://www.instagram.com/essexcounty4h/,CLUB,ESSEX COUNTY 4-H (RUTGERS NEWARK),"JOIN THE ESSEX COUNTY BRANCH BROOK PARK BIRDWATCHING CLUB! THIS CLUB IS LED BY VOLUNTEER BIRDERS, AND TEACHES YOUTH ABOUT LOCAL BIRDS, THEIR HABITATS, BIRD IDENTIFICATION, AND MORE! FOR YOUTH IN GRADES K-12TH. MEETS AT VARIOUS LOCATIONS AROUND BBP.",,,0.9,3865815393361470085,True,True,False,2026-04-02 20:20:50
DJTRAGEDY,R&B BINGO,2026-04-01,7:00 PM,LIFE AFTER RESTAURANT & LOUNGE,EDGEWATER,NORTH,UNWIND WITH R&B BINGO AND GOOD VIBES AT LIFE AFTER RESTAURANT!,https://www.instagram.com/p/DWlWxY7DhZa/,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/658200597_18573648175059205_1489765914983350780_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gHWU-aFv-gQ7bf-a9VbMn2umn8S_rexo0dHSpCXkYc6TdQMVr43aHdqWZeES1HIzO4&_nc_ohc=GrpVxUMrU78Q7kNvwE41Qyz&_nc_gid=dZARFOmGp5g4w8yGTd3yJw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af27R1B_Tyk_2hREWzpZZUXv4kx-yhOfk_mosNGFjJ6zOA&oe=69D4A9D1&_nc_sid=10d13b,https://www.instagram.com/p/DWlWxY7DhZa/,https://www.instagram.com/djtragedy/,BINGO,TRAGEDY GETINTUNED,"R&B BINGO AT LIFE AFTER RESTAURANT. DOORS OPEN FOR FIRST COME, FIRST SERVE SEATING. RSVP LINK IN BIO.",TRAGEDY,,1,3865596006205625946,True,False,False,2026-04-02 20:20:50
DJTRAGEDY,OUT & VIBE,2026-04-01,6:00 PM,BRIVADO CIGARS,,,VIBE OUT AFTER WORK WITH GOOD MUSIC AND REAL ENERGY AT BRIVADO CIGARS!,https://www.instagram.com/p/DWlWxY7DhZa/,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/658200597_18573648175059205_1489765914983350780_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gHWU-aFv-gQ7bf-a9VbMn2umn8S_rexo0dHSpCXkYc6TdQMVr43aHdqWZeES1HIzO4&_nc_ohc=GrpVxUMrU78Q7kNvwE41Qyz&_nc_gid=dZARFOmGp5g4w8yGTd3yJw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af27R1B_Tyk_2hREWzpZZUXv4kx-yhOfk_mosNGFjJ6zOA&oe=69D4A9D1&_nc_sid=10d13b,https://www.instagram.com/p/DWlWxY7DhZa/,https://www.instagram.com/djtragedy/,SOCIAL,TRAGEDY GETINTUNED,"OUT & VIBE AT BRIVADO CIGARS. BYOB EVENT WITH GOOD MUSIC, GOOD PEOPLE, AND REAL ENERGY.",,,1,3865596006205625946,True,False,False,2026-04-02 20:20:50
DJONYX_,SWAHILI VILLAGE ONE YEAR REUNION,2026-04-04,3:02 PM,SWAHILI VILLAGE NEWARK,NEWARK,NORTH,CELEBRATE ONE YEAR OF GREAT TIMES WITH SWAHILI VILLAGE!,https://www.instagram.com/p/DWjhmMhAKxb/,https://scontent-sea1-1.cdninstagram.com/v/t51.82787-15/660250614_18577273255043190_920536894621608001_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sea1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2gFds_udMebpOUA1IvWJVmroxygERz1zWmK7HuO9nZDQo1ca0jCJKfAfbLehxf6CqkI&_nc_ohc=MIXBCsZaXVIQ7kNvwEzzxXW&_nc_gid=tZM7isbvaqJ76dQRyrEsVw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af0dbfJubxagmobX0vj4izHRS1iFrk3DA7HlSkW9CmZNxQ&oe=69D47EF8&_nc_sid=10d13b,https://www.instagram.com/p/DWjhmMhAKxb/,https://www.instagram.com/djonyx_/,REUNION,ONYX,"THIS FRIDAY WE CELEBRATE OUR ONE YEAR REUNION WITH SWAHILI VILLAGE. IT’S BEEN A GREAT RUN, AND IT’S ALL BECAUSE OF YOU ❤️🔋",DJ ONYX,,1,3865080665527594075,True,False,False,2026-04-02 20:20:50
