event_name,date,day_of_week,time,venue_name,city,state,section_of_nj,price,event_type,instagram_handle,instagram_post_url,confidence,from_calendar,display_url,end_time,address,description,performer,age_restriction,ticket_link,extracted_from,post_id,post_url,display_url_note,instagram_profile_url,account_name,had_ocr,ocr_chars,post_date,extraction_timestamp,calendar_type,combined_text
Big Fish Pisces Birthday Bash,2022-02-25,Friday,,,Boston,MA,,,party,djkenz_,https://www.instagram.com/p/CaQswHaLuNo/,high,False,https://scontent-hou1-1.cdninstagram.com/v/t51.29350-15/274542929_689820492197211_2252007481156943088_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QHOHHLowjkJl6_65oeFIAQrnh_GEM5Ze5C1XT0XOhsG34QJ0qRDjogs9-nNoy284Fc&_nc_ohc=bsy-9xu4WX0Q7kNvwHJxi6J&_nc_gid=IeEzlDpxx5fXg-B_OpI6kw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfioITKb80MrxDGXN5hKfyxCzdMEjUsj80P9LRYQ39dVyw&oe=692EA9E3&_nc_sid=10d13b,,,,,,,['caption'],2778917790624441192,https://www.instagram.com/p/CaQswHaLuNo/,CDN URL - expires after few hours/days,https://www.instagram.com/djkenz_/,"DJ Kenz | NY & NJ DJ | Afrobeat, Hip-Hop & Dancehall Specialist",True,6,2022-02-22T01:20:37+00:00,2025-11-28T15:46:26.276595,single,"Anoda Banger 💥 • @heisrema

The Energy Was Mad in Boston! Need That Same Energy For  Big Fish Pisces ♓️ Birthday Bash  FEBRUARY 25th🔥

🧵 : @eanhq 
📸 : @ksp_4u 
🎥 : @mikewestnyc 

.
.
.
.
.
.
.
.

#choplifecrew #clc #rave #rema #djkenz #concert #calmdown #fyp #likes #afrobeats #naso #
B
ST"
Big Fish Pisces Birthday Bash,2022-02-25,Friday,,,,,,,party,djkenz_,https://www.instagram.com/p/CaQswHaLuNo/,high,False,,,,,,,,['caption'],,https://www.instagram.com/p/CaQswHaLuNo/,CDN URL - expires after few hours/days,https://www.instagram.com/djkenz_/,"DJ Kenz | NY & NJ DJ | Afrobeat, Hip-Hop & Dancehall Specialist",False,0,2022-02-22T01:20:37+00:00,2025-11-28T14:39:17.248349,single,"Anoda Banger 💥 • @heisrema

The Energy Was Mad in Boston! Need That Same Energy For  Big Fish Pisces ♓️ Birthday Bash  FEBRUARY 25th🔥

🧵 : @eanhq 
📸 : @ksp_4u 
🎥 : @mikewestnyc 

.
.
.
.
.
.
.
.

#choplifecrew #clc #rave #rema #djkenz #concert #calmdown #fyp #likes #afrobeats #naso "
,2022-03-26,,,XL Nightlife,,NJ,,,concert,xlnightlifenj,https://www.instagram.com/p/Cb07Ft4A7MW/,high,False,,,,,Meek Mill,,,['caption'],,https://www.instagram.com/p/Cb07Ft4A7MW/,CDN URL - expires after few hours/days,https://www.instagram.com/xlnightlifenj/,XL Nightlife,False,0,2022-04-01T23:31:06+00:00,2025-11-28T14:49:38.498585,,"History was made on 3.26.2022 here’s how it went … @meekmill 💫

#xlnightlife #meekmill "
Closing Reception,2022-06-10,Friday,,,,,,,exhibit,artface7,https://www.instagram.com/p/CehR7ReD9oN/,high,False,,,,Closing reception for the group exhibit @the60collective.,,,,['caption'],,https://www.instagram.com/p/CehR7ReD9oN/,CDN URL - expires after few hours/days,https://www.instagram.com/artface7/,Frankie Velez,False,0,2022-06-07T22:03:39+00:00,2025-11-28T14:41:08.195625,,"This was Opening Night! We’ll repeat this vibe for the Closing Reception this Friday June 10th…

Thanks again little bro @ajlavilla 

Posted @withregram • @ajlavilla 🎨

Oops sorry for the late post 😆 this was from the current group exhibit that I’m in 👉🏽 @the60collective VIP & Public opening night few weeks ago.

Its all good if you missed it, we hope you can join us this Friday, June 10th for the closing. Time flies I knw 😭 but there are soo many dope 🔥 artists in this exhibit you gotta check o "
Line Dancing Lesson,2022-08-23,Tuesday,19:00,The Ocean Club,Sea Bright,NJ,Central,,Dance Lesson,fancyfeetlinedancing,https://www.instagram.com/p/ChnQvxPJznB/,high,False,,23:00,,"Line dancing lesson featuring choreography by Rachael Snyder to ""The Middle"" by Maren Morris, Zedd & Grey",Rachael Snyder,,,['caption'],,https://www.instagram.com/p/ChnQvxPJznB/,CDN URL - expires after few hours/days,https://www.instagram.com/fancyfeetlinedancing/,Rachael Snyder,False,0,2022-08-23T19:27:57+00:00,2025-11-28T14:41:39.403745,weekly,Love seething my first choreography on the request sheet! This may have to be a lesson tonight @theoceanclub_nj Join us from 7pm-11pm every Tuesday night! Dance: Just Meet Me In The Middle choreographed by me Rachael Snyder to The Middle by @marenmorris @zedd & @greymusic 
Line Dancing Lesson,2022-08-30,Tuesday,19:00,The Ocean Club,Sea Bright,NJ,Central,,Dance Lesson,fancyfeetlinedancing,https://www.instagram.com/p/ChnQvxPJznB/,high,False,,23:00,,Line dancing lesson every Tuesday night.,Rachael Snyder,,,['caption'],,https://www.instagram.com/p/ChnQvxPJznB/,CDN URL - expires after few hours/days,https://www.instagram.com/fancyfeetlinedancing/,Rachael Snyder,False,0,2022-08-23T19:27:57+00:00,2025-11-28T14:41:39.403771,weekly,Love seething my first choreography on the request sheet! This may have to be a lesson tonight @theoceanclub_nj Join us from 7pm-11pm every Tuesday night! Dance: Just Meet Me In The Middle choreographed by me Rachael Snyder to The Middle by @marenmorris @zedd & @greymusic 
Line Dancing Lesson,2022-09-06,Tuesday,19:00,The Ocean Club,Sea Bright,NJ,Central,,Dance Lesson,fancyfeetlinedancing,https://www.instagram.com/p/ChnQvxPJznB/,high,False,,23:00,,Line dancing lesson every Tuesday night.,Rachael Snyder,,,['caption'],,https://www.instagram.com/p/ChnQvxPJznB/,CDN URL - expires after few hours/days,https://www.instagram.com/fancyfeetlinedancing/,Rachael Snyder,False,0,2022-08-23T19:27:57+00:00,2025-11-28T14:41:39.403795,weekly,Love seething my first choreography on the request sheet! This may have to be a lesson tonight @theoceanclub_nj Join us from 7pm-11pm every Tuesday night! Dance: Just Meet Me In The Middle choreographed by me Rachael Snyder to The Middle by @marenmorris @zedd & @greymusic 
Line Dancing Lesson,2022-09-13,Tuesday,19:00,The Ocean Club,Sea Bright,NJ,Central,,Dance Lesson,fancyfeetlinedancing,https://www.instagram.com/p/ChnQvxPJznB/,high,False,,23:00,,Line dancing lesson every Tuesday night.,Rachael Snyder,,,['caption'],,https://www.instagram.com/p/ChnQvxPJznB/,CDN URL - expires after few hours/days,https://www.instagram.com/fancyfeetlinedancing/,Rachael Snyder,False,0,2022-08-23T19:27:57+00:00,2025-11-28T14:41:39.403806,weekly,Love seething my first choreography on the request sheet! This may have to be a lesson tonight @theoceanclub_nj Join us from 7pm-11pm every Tuesday night! Dance: Just Meet Me In The Middle choreographed by me Rachael Snyder to The Middle by @marenmorris @zedd & @greymusic 
Bed-Stuy Walls Festival,2022-10-15,,,,Brooklyn,NY,,,festival,artface7,https://www.instagram.com/p/Cj5NWLYjCyo/,high,False,,,"677 Lexington Ave, Brooklyn, NY 11221","Mural fest featuring over 20+ artists from as far as the west coast converging in Brooklyn for a one-day festival. Artists will transform one block by painting more than 300 feet of brick walls and roll gates. The artists aim to bring a positive impact to the Bed-Stuy community by beautifying the streets and creating a space to connect the neighborhood’s artists, residents and businesses.",,,,"['caption', 'repost']",,https://www.instagram.com/p/Cj5NWLYjCyo/,CDN URL - expires after few hours/days,https://www.instagram.com/artface7/,Frankie Velez,False,0,2022-10-19T11:40:56+00:00,2025-11-28T14:41:38.763309,,"Wow what a weekend! I’m proud of my Miki Mu. I’m happy we were all able to help bring her dream to fruition. ❤️ #bedstuywallsfestival 

Posted @withrepost • @lildaydream.nyc Mural fest highlight from this past weekend at @bedstuywalls 💖 curated by @miki__mu 

Featuring over 20+ artists from as far as the west coast will converge in Brooklyn for a one-day festival.  Artists will transform one block by painting more than 300 feet of brick walls and roll gates.

The artists aim to bring a positive  "
DJ set with DJ Mister Cee & DJ 2GS,2022-11-26,Saturday,,Southern Komfort,Orange,NJ,North,,DJ set,sokobarandgrill,https://www.instagram.com/p/Clb2DCwAaUD/,high,False,,,,Catch a vibe w/ @djmistercee & @dj2gs tonight!,"DJ Mister Cee, DJ 2GS",,,['caption'],,https://www.instagram.com/p/Clb2DCwAaUD/,CDN URL - expires after few hours/days,https://www.instagram.com/sokobarandgrill/,Southern Komfort,False,0,2022-11-26T19:06:40+00:00,2025-11-28T14:26:12.477236,,"Thanksgiving weekend at SOKO baby! Don’t miss out on catching a vibe w/ @djmistercee & @dj2gs tonight!🔥🎬

Lets keep it going with happy hour today from 4-6pm! 😉

See you tonight! 

#thanksgiving #thanksgivingweekend #sokolounge #nj #essexcounty #barandgrill #dance #greatvibes #greatrestaurants #goodeats "
