INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR,PROCESSED TIMESTAMP
DJBISHOPCNJ,BIGGIE BRUNCH,2026-03-08,4:00 PM,JAMA GRILLE SPORTSBAR • LOUNGE,UNKNOWN,UNKNOWN,GET READY FOR THE BIGGIE BRUNCH WITH DJ BISHOP SPINNING THE HITS!,https://www.instagram.com/p/DVeEfowkb6w/,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/641228233_2103881257129857_3045019444003039979_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QEnGZIMspW1Xtmh9MTTdeDAzhmL2jKyz3S5Jo84j4QGzWZ33yMNtdlttC1bbMHwQGY&_nc_ohc=V8VRwprpHQ0Q7kNvwF5xOWI&_nc_gid=qaaS0dmc9iM0gNaFlW_vug&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxLn3EnFlpVMhSAEACHXS0urnzUVMzGr-jUVKHo13vnQQ&oe=69AF751E&_nc_sid=10d13b,https://www.instagram.com/p/DVeEfowkb6w/,https://www.instagram.com/djbishopcnj/,BRUNCH,BISHOP♗,BIGGIE BRUNCH WITH DJ BISHOP ON THE SET.,DJ BISHOP,,1.0,3845530898075336368,True,False,2026-03-05 17:34:15
DJBISHOPCNJ,SINGLES NIGHT,2026-03-05,7:00 PM,THE NEWARK STANDARD,NEWARK,NORTH,FIND YOUR MATCH AT SINGLES NIGHT IN NEWARK!,https://www.instagram.com/p/DVbLubUEVfc/,https://scontent-lga3-1.cdninstagram.com/v/t51.71878-15/642491688_2939310462921446_7500121289260940373_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGY7Go1x0Wveae06bnXIjmQK4gc3MXQxuTnTCxcvCyaqp0MD5RdYGibkBpFxRzmavM&_nc_ohc=rfvZdrh_jvwQ7kNvwE74_WF&_nc_gid=ZHvQ-dC9-WAf5YUL-wLLmQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afzp4LLrt2OMUH6kplCLnvrSTWzlrKtevR5cNZfIu_EMeQ&oe=69AF903D&_nc_sid=10d13b,https://www.instagram.com/p/DVbLubUEVfc/,https://www.instagram.com/djbishopcnj/,SINGLES NIGHT,BISHOP♗,SINGLES NIGHT HOSTED BY @HOTSPOTSNJ & @DJBISHOPCNJ.,@DJBISHOPCNJ,,0.9,3844718275826112476,True,False,2026-03-05 17:34:15
DJCARAMELOEVENTS,LUNES 23 SE PRESENTA MAMA TARIMA @LAPERVERSA,2026-03-23,,SERIE 92 BAR AND LOUNGE,PATERSON,NORTH,GET READY FOR A NIGHT OF REGGAETON AND GOOD VIBES WITH PERVERSA!,https://www.instagram.com/p/DVcHunxElrA/,https://scontent-sjc6-1.cdninstagram.com/v/t51.82787-15/642531383_18057920387693659_533301987324895067_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHAzVRKZ-7RfcDj5Sd5IskEtZhTD596CIJwwWjVgx69-SaFooA1Fw2hxFP_5YUWtGA&_nc_ohc=aKNEMgZrwhsQ7kNvwFdYW52&_nc_gid=Eis1xPT6diaYAQsxn5C8CQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfzJsICWYTg9EUKg2L5RKLfV4c2eP74la-epUuQi6NLMOQ&oe=69AF8D21&_nc_sid=10d13b,https://www.instagram.com/p/DVcHunxElrA/,https://www.instagram.com/djcarameloevents/,CONCERT,😈 CARAMELO EVENTS 😈,"PARTY DE BANDID@S FEATURING PERVERSA, DJ CARAMELO, AND DJ CARLITOWAY.","LA PERVERSA, DJ CARAMELO, DJ CARLITOWAY",,0.8,3844982171988286144,True,False,2026-03-05 17:34:15
BEYONDTHEBOOGIEDANCE,HEELS CLASS,2026-03-01,5:00 PM,,MONTCLAIR,NORTH,SLAY YOUR SUNDAY WITH AN ENERGIZING HEELS CLASS!,https://www.instagram.com/p/DVQ0uw-jXws/,https://scontent-hou1-1.cdninstagram.com/v/t51.71878-15/640405085_1871379586924112_6120448355949994609_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGnpJgQ-7ewsJm7sAcFj1U-Jt_Y6I4Nx_A2yQtWIYrhQs9xxKf-Mp-pt8f1NBey9JY&_nc_ohc=U5JtgEzlp0kQ7kNvwHaokdJ&_nc_gid=XzSyj9hrwC-5rWibG9l4uQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwlOUiPeVz98kk9TrRUXx0ZC0P3NNisJu_jXB9MnCvN2g&oe=69AF8CDB&_nc_sid=10d13b,https://www.instagram.com/p/DVQ0uw-jXws/,https://www.instagram.com/beyondtheboogiedance/,CLASS,BEYOND THE BOOGIE DANCE,HEELS CLASS THIS SUNDAY AT 5PM! REGISTRATION IS OPEN!,,,0.9,3841802394250607660,True,False,2026-03-05 17:34:15
DJCARAMELOEVENTS,412 LOUNGE PRESENTS,2026-03-07,10:00 PM,412 LOUNGE PATERSON,PATERSON,NORTH,GET READY FOR AN UNFORGETTABLE NIGHT AT 412 LOUNGE THIS SATURDAY!,https://www.instagram.com/p/DVcZPUHDrPe/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/628754707_18057930386693659_3437880397982230075_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QH2kwhsRqT-yD1XkwXiVd1bbjeN8uxSzK35xGBafq5TvD1eDEkIJqavaEWJx2YET8w&_nc_ohc=qPthSfqeoFMQ7kNvwEE7lme&_nc_gid=XduYvrnTwvrjyKme-nAteA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfxX_xJEeVcBl1KHX3JlpNRc4zUhjJfXakL3eR2WFmQZaQ&oe=69AF7133&_nc_sid=10d13b,https://www.instagram.com/p/DVcZPUHDrPe/,https://www.instagram.com/djcarameloevents/,PARTY,😈 CARAMELO EVENTS 😈,412 LOUNGE PRESENTS. SPECIALES UNTIL 11:30 PM. 2X$250 ON DON JULIO & GOLD LABEL BEFORE 11:30 PM. VALET PARKING AVAILABLE. LIVE MUSIC.,"DJ CHULO, DJ CARAMELO",2 FOR $250 (DON JULIO & GOLD LABEL BEFORE 11:30 PM),5,3845059185415730142,True,False,2026-03-05 17:34:15
BEYONDTHEBOOGIEDANCE,ADULT TAP WEDNESDAYS,2026-03-05,7:00 PM,BEYOND THE BOOGIE DANCE,MONTCLAIR,CENTRAL,TAP INTO YOUR RHYTHM EVERY WEDNESDAY AT BEYOND THE BOOGIE DANCE!,https://www.instagram.com/p/DVcNXr8jcZA/,https://scontent-ord5-2.cdninstagram.com/v/t51.71878-15/642539118_1668811564102481_79283333773515790_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QEkLYLHwqW5dLnmA0Fbkob5qyyrFqRD_1Rc-RkT0ktat3dOUskG2ivBuTYVedxRdws&_nc_ohc=uytHd0bzP6kQ7kNvwFbMKEv&_nc_gid=1zLT9ctsiyLKCruG_nVEaA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afy2s_0JfN6AdZOy4PKSM0DX2RSvf_qTkXRDA-7lVLW38Q&oe=69AF94CD&_nc_sid=10d13b,https://www.instagram.com/p/DVcNXr8jcZA/,https://www.instagram.com/beyondtheboogiedance/,CLASS,BEYOND THE BOOGIE DANCE,ADULT TAP WEDNESDAYS. REGISTRATION IS OPEN!,,,0.8,3845006984206992960,False,False,2026-03-05 17:34:15
BEYONDTHEBOOGIEDANCE,APPLEBEE'S FUNDRAISER,2026-03-01,,APPLEBEE'S,MONTCLAIR,NORTH,SUPPORT THE BEYOND THE BOOGIE DANCE PERFORMANCE TEAM AT THEIR APPLEBEE'S FUNDRAISER!,https://www.instagram.com/p/DVbFKiIDf9m/,https://scontent-mia3-3.cdninstagram.com/v/t51.71878-15/642497976_1627352534947112_2337039486150103963_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-mia3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFJ_XN6CyQLrH4pFqK-CoE_TnPJEOpIYx7Blhmdda3ZQCOC6LR82WPr2cl8s6JtAfc&_nc_ohc=0KXWWHXKUC0Q7kNvwEkEto1&_nc_gid=_G_Oji18hZ9h2RV74ptS5w&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afw4tYjkieMAfxUfOCMcBcdunMhz5VCqf2I4s3VmwM1OJw&oe=69AF8F8E&_nc_sid=10d13b,https://www.instagram.com/p/DVbFKiIDf9m/,https://www.instagram.com/beyondtheboogiedance/,FUNDRAISER,BEYOND THE BOOGIE DANCE,FUNDRAISER FOR THE PERFORMANCE TEAM AT APPLEBEE'S.,BEYOND THE BOOGIE DANCE PERFORMANCE TEAM,,0.8,3844689420960530278,True,False,2026-03-05 17:34:15
ARTSGARAGEAC,DOUGLASS DAY,2026-02-14,,NOYES ARTS GARAGE OF STOCKTON UNIVERSITY,ATLANTIC CITY,SOUTH,JOIN THE MOVEMENT FOR BLACK HISTORY DIGITIZATION AT DOUGLASS DAY!,https://www.instagram.com/p/DVT4-jkkoSm/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/642509523_18571411759031047_5069925662795893591_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFUJF7xMX-SmvH0KI41Vbk4N-fhm2WEgDAvlfPzX8Lu4vYLUdkqLTDRzoLYcM_SkB4&_nc_ohc=CVbI1QvmBXMQ7kNvwGWamID&_nc_gid=MIIeC_EigO_okMS3WpCyjQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfwpGzI9hioCbCDDBORfECxNF1yNvKsHWFaPLOLqDpjTGw&oe=69AF7FE3&_nc_sid=10d13b,https://www.instagram.com/p/DVT4-jkkoSm/,https://www.instagram.com/artsgarageac/,WORKSHOP,NOYES ARTS GARAGE,"DOUGLASS DAY IS A COLLECTIVE ACTION FOR BLACK HISTORY. THIS ANNUAL TRANSCRIBE-A-THON BEGAN IN 2017 BY THE COLORED CONVENTIONS PROJECT ON FREDERICK DOUGLASS'S CHOSEN BIRTHDAY, FEBRUARY 14, TO DIGITIZE RESOURCES FOR BLACK HISTORY. THE ARTS GARAGE HOSTED TWENTY COMMUNITY MEMBERS TO JOIN THE 7,800 GLOBAL PARTICIPANTS TO TRANSCRIBE PAGES FROM THE COLORED CONVENTIONS AND TO FIND THE NAMES OF BLACK MEN & WOMEN WHO PARTICIPATED IN THE COLORED CONVENTIONS. THE NOYES HAS HOSTED THIS EVENT FOR THE PAST FOUR YEARS.",,,0.9,3842665496483890342,False,False,2026-03-05 17:34:15
BRICKNKULTURE,BLACK ARTISAN & FARMERS MARKET,,,THE CULTURAL COLLECTIVE CAFE AND BRICKNKULTURE EVENT SPACE,WOODBURY,SOUTH,VENDOR APPLICATIONS ARE NOW OPEN FOR THE BLACK ARTISAN & FARMERS MARKET SEASON!,https://www.instagram.com/p/DVWdPqtDp6g/,https://instagram.fwzy2-1.fna.fbcdn.net/v/t51.82787-15/641752775_18083096840252084_7243565837444990800_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fwzy2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QHYPCBZ8B-ZLSEWjw3I48LlGV4bhwx7yVy3dB7uUzv7q5MnYV55FHQ6atem5vAJJr0&_nc_ohc=UPuGtC2voIYQ7kNvwE35_8b&_nc_gid=dfMY6hNWMVIXZTooBMhyug&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afz6ixbDwMn_Ylv-LvJJWzq5NE5i6no1J2oRhKn1sKlhRQ&oe=69AF8AFB&_nc_sid=10d13b,https://www.instagram.com/p/DVWdPqtDp6g/,https://www.instagram.com/bricknkulture/,MARKET,BRICKNKULTURE EVENT SPACE,"THE BLACK ARTISAN & FARMERS MARKET SEASON IS CALLING, AND WE’VE OFFICIALLY OPENED VENDOR APPLICATIONS! IF YOU’RE A MAKER, GROWER, ARTISAN, OR SMALL BUSINESS OWNER, WE’D LOVE TO HAVE YOU BE PART OF OUR ANNUAL MARKET ROOTED IN COMMUNITY, CULTURE, AND CONNECTION. THIS MARKET IS ALL ABOUT UPLIFTING BLACK-OWNED BRANDS, SHOWCASING INCREDIBLE TALENT, AND CREATING VIBRANT MARKET DAYS FOR THE COMMUNITY TO GATHER, SHOP, AND SUPPORT LOCAL. VENDORS ACROSS FOOD, ART, WELLNESS, GOODS, AND MORE ARE ENCOURAGED TO APPLY. SPOTS ARE LIMITED.",,,0.9,3843387952001359520,True,False,2026-03-05 17:34:15
CZENENGLEWOOD,LADIES LOVE BRUNCH: R&B SINGALONG,2026-03-29,12:00 PM,CZEN RESTAURANT,ENGLEWOOD,NORTH,SING YOUR HEART OUT AT THE R&B SINGALONG BRUNCH!,https://www.instagram.com/p/DVgYTgSiL_t/,https://scontent-dfw5-2.cdninstagram.com/v/t51.82787-15/641919192_18052974236701098_635944586957388500_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHzp2WZiNrLtKujUU13v_sMmtCBUcJphZe6XwsE1NWFRY3sVEltv-vIdiF3WHCqhMc&_nc_ohc=-iQNfEc4RzkQ7kNvwE0gOfB&_nc_gid=C_kUjqrsQkfDRrCk1ZbDOQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afwldz9-IdOSL9XCVplTLyMqUbDgASSr4NH1Yb-PkLMrgA&oe=69AF8E1E&_nc_sid=10d13b,https://www.instagram.com/p/DVgYTgSiL_t/,https://www.instagram.com/czenenglewood/,BRUNCH/SINGALONG,CZEN ENGLEWOOD,"JOIN US FOR LADIES LOVE BRUNCH: R&B SINGALONG AT CZEN RESTAURANT. HOSTED BY DRE & DJ FISH WITH GUEST DJ DJ INAPPROPRIATE. FIRST SPECIALTY COCKTAIL ON US BEFORE 1PM WITH RESERVATION. GOOD FOOD, REFRESHING DRINKS, AND R&B CLASSICS. YOU'RE EXPECTED TO SING ALONG.","DRE, DJ FISH, DJ INAPPROPRIATE",FIRST SPECIALTY COCKTAIL ON US BEFORE 1PM WITH RESERVATION,0.9,3846180975231418349,True,False,2026-03-05 17:34:15
