event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,is_recurring,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Angus Steak and Seafood Experience,2026-04-12,,Angus Steak and Seafood,Myrtle Beach,,"Experience a fiery steak dinner with a wild, cozy vibe at Angus Steak and Seafood!",dining,"An experiential dinner at Angus Steak and Seafood featuring tableside fire-grilled steak, refreshing pineapple drinks, and a unique upscale yet chill atmosphere. The post highlights the juicy, tender, and perfectly cooked steak, delicious drinks, and great conversation.",,,0.9,False,allthings1elle,https://www.instagram.com/p/DXCw9jfgCb7/,https://scontent.cdninstagram.com/v/t51.71878-15/670866283_1428671432367595_8985127387896238242_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2gHAxmMVPsCIECWQo4GReXCoIEOqvdIhKwIbs5TX3J761H0TocKUWA5vD4E65QxiDuA&_nc_ohc=kxaGM1GWLfsQ7kNvwEeAIek&_nc_gid=bh5EYfuAMcoVdIE5kgR1zw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2BOytn-cNiu45682IktG-7eGfL-YuTfE3IqaeA-X9RZA&oe=69E6D1EA&_nc_sid=10d13b,https://www.instagram.com/p/DXCw9jfgCb7/,https://www.instagram.com/allthings1elle/,Elteriayah,3873873965722117883,True,False
Open Late,2026-04-11,9:00 PM,Crabbae,Maplewood,Central,Join us at Crabbae Maplewood - we're open until 9 PM tonight!,General,Crabbae Maplewood will be open until 9 PM.,,,0.9,False,crabbaemaplewood,https://www.instagram.com/p/DXAdDCPkeww/,https://scontent.cdninstagram.com/v/t51.71878-15/670373296_1276420008005715_2221041166300356145_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gHJiJJtIY7dQmOMudTW_xMFpEDKfV21JEem8SZO2PwSYTZDwXnCVGVs7rhZTfb4RaQ&_nc_ohc=3nsp9oBKEuMQ7kNvwGwTFc7&_nc_gid=uJ7KsifRUxTmWwrSEiXKZQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af0GEKtdVxBGoSK4UtxX8zzxXvEZ17gRvSKoM-OoMGaWuQ&oe=69E6C32F&_nc_sid=10d13b,https://www.instagram.com/p/DXAdDCPkeww/,https://www.instagram.com/crabbaemaplewood/,165 Franklin terrace Maplewood nj,3873223431454583856,False,False
Elizabeth Catlett Birthday Celebration,2026-04-15,,The Newark Museum of Art,Newark,North,"Honor the legacy of Elizabeth Catlett, a powerful voice in 20th-century American art.",Celebration,"Today we honor the birthday of Elizabeth Catlett - artist, activist, and a powerful voice in 20th-century American art. Working across printmaking and sculpture, Catlett centered her practice on Black life, dignity, and resistance. Watts/Detroit/Washington/Harlem/Newark, 1970, is a testament to that commitment. Created in the aftermath of Martin Luther King Jr.’s assassination, this linoleum print maps the grief and fury that erupted across American cities, including our own. Happy Birthday, Elizabeth Catlett.",,,1.0,False,newarkmuseumart,https://www.instagram.com/p/DXKoYQOCCHW/,https://scontent.cdninstagram.com/v/t51.82787-15/670737248_18573238822038063_4954513122277244193_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gFfMHQOKjIYJLpiHq7Yuq8A-PwPfQEzNYRf7IqWnNzfL5efHW6F7zLmpMDT3kX66Qg&_nc_ohc=c7W0dfyjfQgQ7kNvwEnrEk5&_nc_gid=EUop-cOZet_yH-ndHCFhcA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1rBLrDvPohbbb-Uaj0ZcNuoTKSB7X--aUMCgnVV1d1AA&oe=69E6BDBF&_nc_sid=10d13b,https://www.instagram.com/p/DXKoYQOCCHW/,https://www.instagram.com/newarkmuseumart/,The Newark Museum of Art,3876088017848902102,True,False
Team Artist Interview,2026-04-17,,,,,Get an inside look at the creative process from a visionary artist!,Interview,"BTS conversations with @teamartist, sharing her experience working with icons like @officialspikelee and @shaq, and the moment her designs reached the Met Gala stage. Interview segment dropping soon.",@teamartist,,0.8,False,theslcreatives,https://www.instagram.com/p/DW9UfsLEaAZ/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/669809277_18072250202644883_6447890369089587182_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2gGYRaW6W1RHM3ZRHRf66h5twzzJXUxDliipq_h5rUw-U63_RIHwOtwOt581KFtpcM8&_nc_ohc=o4dW6kYp5w8Q7kNvwFwve6o&_nc_gid=x3tqTbkhbxEHnxxbH_6-NA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af13CaN4a0FSzPcQokHG3Ar8vfIlR5mI3Y5Qn2ytM0lLpg&oe=69E6DFFB&_nc_sid=10d13b,https://www.instagram.com/p/DW9UfsLEaAZ/,https://www.instagram.com/theslcreatives/,SL ✰,3872341393272840217,True,False
Cherry Blossom 10K Run,2026-04-13,,Essex County,Newark,Central,Celebrate fitness at the Cherry Blossom 10K Run!,Race,Congrats to all finishers at the Cherry Blossom 10K.,,,0.9,False,brickcityrunclub,https://www.instagram.com/p/DXFdlQTFtLK/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/669933050_18098835331961427_2237168318024328967_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2gFNPaVLn-EppBPciYsQaR2iGbt6nR2cmYML6BlQv4k2umO2siBp9wk_XDAGzgiBiyQ&_nc_ohc=nLXRibsHNsYQ7kNvwEf-YbM&_nc_gid=S7Q8XMt5xex0RY5x3wKPFg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3_buiVzuPG4Hrzcr_-6-2BjREfZM-Erx1uuP0Fhzw3oQ&oe=69E6CB72&_nc_sid=10d13b,https://www.instagram.com/p/DXFdlQTFtLK/,https://www.instagram.com/brickcityrunclub/,,3874633157891773130,True,False
Vault Rooftop,2026-04-11,,The Vault Lounge,Newark,North,Enjoy the vibes at The Vault Lounge!,Vibes,You belong Here 🥰,,,0.9,False,thevaultloungenj,https://www.instagram.com/p/DXADyZqkQ8a/,https://scontent.cdninstagram.com/v/t51.71878-15/662995880_1738455067136437_1845462823863689427_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gGVOgiJbQLno02EOBJ5ZTXZ8oEZXaICNp-cNXeVj-t59bXem_1TRVSxYXX_z2bKC2Q&_nc_ohc=x5mzpuSR6tUQ7kNvwEQoAJE&_nc_gid=GFEo2e-DzaifN82WbxRuPA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af1cPRT4fCPuH4O6NJ30YFpbGkz3obMCntUNKKRyHZO3pg&oe=69E6EADB&_nc_sid=10d13b,https://www.instagram.com/p/DXADyZqkQ8a/,https://www.instagram.com/thevaultloungenj/,Vault Rooftop Now Open ☀️,3873112337209691930,True,False
Celebration Venue,2026-04-16,,CH Steakhouse,North Bergen,North,Host your next celebration at CH Steakhouse!,General,"Host your next celebration where every detail feels intentional and every moment feels elevated. 🥂✨

From weddings and birthdays to life’s most important celebrations, CH Steakhouse is the perfect place to make it unforgettable.",,,0.8,False,chsteakhouse,https://www.instagram.com/p/DXMdf98kSEK/,https://scontent-lga3-2.cdninstagram.com/v/t51.71878-15/671835628_2049439799120869_4688814057006035662_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gFHgsg6xLDuuQPNjOW6xR6fd0DVoU9x9MUpYyuBpzLl_7konQFKhThfr8PqasffqEg&_nc_ohc=DDHS2IzCiC8Q7kNvwFWnrLU&_nc_gid=2uocSjDUzU1l3v64Qqt_hQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af2MAg6iT_F42cOBuq2k3ccz6afAdQle55EEMX-uYumYxA&oe=69E6BEA3&_nc_sid=10d13b,https://www.instagram.com/p/DXMdf98kSEK/,https://www.instagram.com/chsteakhouse/,CH Steakhouse,3876603119426150666,False,False
BLK LV GAMENIGHT Pt. II,2026-04-16,7:30 PM,BEST KEPT SECRET,Hillside,Central,Get ready for BLK LV GAMENIGHT Pt. II this Thursday!,Gamenight,BLK LV GAMENIGHT Pt. II,,,1.0,False,bks.nj,https://www.instagram.com/p/DXCh35iFUnP/,https://scontent-det1-1.cdninstagram.com/v/t51.82787-15/670850289_17917771668343281_6117740723808353658_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-det1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2gHCElBcZsmMIf0vJzb6FI0TjrpGJo6rXfKuUzPaw67mui55rBJ9p6t8ocb_Ae4c9p0&_nc_ohc=etctN7LKxBIQ7kNvwFczOOn&_nc_gid=WKxisOqLk6JQt4sVOK8Wiw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af0YtbuducBsNiEBm4G_hYFbauVw1wi3IvBe3KgJZoxGAg&oe=69E6BC66&_nc_sid=10d13b,https://www.instagram.com/p/DXCh35iFUnP/,https://www.instagram.com/bks.nj/,Best Kept Secret,3873807606373239247,True,False
New Project Listening,2026-04-15,,Sei Less NYC,New York,,Catch Blxst as they premiere their new project!,Music,BLXST in town letting us hear the new project.,@blxst,,0.8,False,djwallah,https://www.instagram.com/p/DXI4nf4jTfa/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/671153516_18574015111037617_3315564906020981967_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gE80aECCx0QRmKfuw-iUbyZkZqPip0PhrJOYqUnOWjMnmBxe5YGHxg0ZmcacNmRp0M&_nc_ohc=TpLCtTmipSkQ7kNvwFG3uQi&_nc_gid=Og7D6ukZBRU_YbJEorksbQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3lo1HsMihG2_08LOcf2ycZiAs9kBQkZ-XmIVm076hOaQ&oe=69E6BED5&_nc_sid=10d13b,https://www.instagram.com/p/DXI4nf4jTfa/,https://www.instagram.com/djwallah/,djwallah,3875596484251301850,True,False
New Music Release,2026-04-15,,Sei Less NYC,New York,,Don't miss the brand new music release from @djwallah and @blxst!,Music,NEW MUSIC OUT NOW!,"@djwallah, @blxst",,0.9,False,djwallah,https://www.instagram.com/p/DXI4nf4jTfa/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/671153516_18574015111037617_3315564906020981967_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2gE80aECCx0QRmKfuw-iUbyZkZqPip0PhrJOYqUnOWjMnmBxe5YGHxg0ZmcacNmRp0M&_nc_ohc=TpLCtTmipSkQ7kNvwFG3uQi&_nc_gid=Og7D6ukZBRU_YbJEorksbQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Af3lo1HsMihG2_08LOcf2ycZiAs9kBQkZ-XmIVm076hOaQ&oe=69E6BED5&_nc_sid=10d13b,https://www.instagram.com/p/DXI4nf4jTfa/,https://www.instagram.com/djwallah/,djwallah,3875596484251301850,True,False
